Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204469_20,0,20,1,0.5785356
204751_20,1,20,1,0.8461724
204799_20,0,20,1,0.53798467
205029_20,0,20,0,0.8517794
205035_20,0,20,0,0.979227
205310_20,0,20,1,0.57800424
205465_20,0,20,1,0.83741236
205508_20,1,20,0,0.5041356
205565_20,1,20,1,0.6618188
205586_20,0,20,1,0.6258389
206071_20,1,20,0,0.7052034
206123_20,1,20,1,0.86671716
206597_20,0,20,0,0.54783285
206606_20,0,20,0,0.5538911
206669_20,0,20,0,0.91376036
206727_20,0,20,1,0.9148275
206778_20,0,20,0,0.9680127
206904_20,1,20,1,0.84428865
206910_20,1,20,0,0.969954
206952_20,0,20,0,0.7393617
206999_20,1,20,1,0.723888
207392_20,1,20,0,0.884542
207413_20,1,20,0,0.90020835
207467_20,0,20,0,0.9895221
207515_20,1,20,1,0.9670939
207605_20,1,20,0,0.7591535
207614_20,1,20,1,0.60092676
207632_20,0,20,1,0.8055244
207852_20,1,20,1,0.5277124
207867_20,0,20,0,0.84198105
207873_20,0,20,1,0.6348472
208025_20,0,20,0,0.8107833
208049_20,0,20,0,0.5132307
208055_20,0,20,1,0.9639514
208397_20,0,20,1,0.5758249
208529_20,1,20,1,0.69378436
208730_20,1,20,0,0.76993597
209419_20,1,20,0,0.94112164
209766_20,1,20,1,0.8444114
210197_20,1,20,1,0.7782537
210563_20,0,20,0,0.5569188
210566_20,1,20,1,0.99407214
210629_20,0,20,1,0.54746354
210866_20,0,20,1,0.5376228
211164_20,1,20,0,0.66467154
211263_20,1,20,1,0.96835124
211555_20,1,20,0,0.88765085
211880_20,1,20,1,0.92110306
212235_20,0,20,0,0.9897568
213354_20,1,20,0,0.7747791
