Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204484_2,0,2,0,0.55771947
204613_2,0,2,1,0.9998159
204760_2,0,2,1,0.78464395
204841_2,1,2,0,0.9993601
205131_2,1,2,1,0.9947754
205149_2,1,2,1,0.98384666
205397_2,1,2,1,1.0
205424_2,1,2,1,0.9985532
205532_2,1,2,0,0.9997524
205837_2,1,2,1,0.97447044
205864_2,0,2,0,0.86857235
205912_2,0,2,0,0.999999
206050_2,0,2,1,0.9713297
206071_2,1,2,0,0.9999973
206627_2,1,2,1,0.5808327
206633_2,1,2,1,0.99932647
206790_2,0,2,0,0.9997374
206898_2,1,2,0,0.99991757
207503_2,0,2,1,0.92358756
207560_2,0,2,0,0.9890996
207593_2,0,2,0,0.949029
207717_2,0,2,1,0.8588135
207753_2,0,2,0,0.974675
208241_2,0,2,1,0.9993343
208397_2,0,2,0,0.99999994
208499_2,0,2,0,0.99999815
208817_2,0,2,0,0.99930984
209374_2,1,2,0,0.9999298
209502_2,1,2,0,0.9999489
209520_2,0,2,0,0.9999923
209661_2,0,2,0,0.9899103
209859_2,0,2,0,0.9999989
210347_2,1,2,0,0.80850637
210587_2,1,2,1,0.9999969
210617_2,0,2,1,0.9999654
210872_2,0,2,0,0.99279255
211576_2,0,2,0,0.582878
211706_2,1,2,0,0.99968743
211952_2,1,2,1,0.9999671
212512_2,0,2,0,0.99989355
213010_2,1,2,1,0.9999682
213342_2,1,2,0,0.999914
213465_2,1,2,0,0.99999994
213672_2,1,2,1,0.99993324
213693_2,1,2,1,0.95336306
213792_2,0,2,0,0.99683964
214040_2,1,2,0,0.9804708
214085_2,1,2,1,0.97967654
214139_2,1,2,0,0.9643779
214361_2,0,2,1,0.998769
