Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
205433;0;1;0;0.6197286012534707;1.0;0.9999862434924158;0.9999862434924158;1.0;0.9989442032365441;0.9989442032365441;;1.0;1.0;;1.0;1.0
206880;0;1;0;0.6246223650243334;1.0;0.9999858368892004;0.9999858368892004;1.0;0.9990648745468936;0.9990648745468936;;1.0;1.0;;1.0;1.0
207014;1;1;0;0.6231606925500667;1.0;0.9999898519854812;0.9999898519854812;1.0;0.9987445166964944;0.9987445166964944;;1.0;1.0;;1.0;1.0
208157;1;1;0;0.5846982149310337;1.0;0.9999902674222604;0.9999902674222604;1.0;0.9993745371695096;0.9993745371695096;;1.0;1.0;;1.0;1.0
208613;1;1;0;0.5615290945666743;1.0;0.9999865406635848;0.9999865406635848;1.0;0.9991139251288156;0.9991139251288156;;1.0;1.0;;1.0;1.0
209090;0;1;0;0.6259858368777202;1.0;0.9999892673055668;0.9999892673055668;1.0;0.9994814869393503;0.9994814869393503;;1.0;1.0;;1.0;1.0
210857;0;1;0;0.5608410331524474;1.0;0.9999914823889116;0.9999914823889116;1.0;0.9994834433360928;0.9994834433360928;;1.0;1.0;;1.0;1.0
213906;1;1;0;0.6171060669811855;1.0;0.9999917291104341;0.9999917291104341;1.0;0.9994978424315044;0.9994978424315044;;1.0;1.0;;1.0;1.0
204565_11;0;11;1;0.6462156065643517;1.0;0.9999705235851024;0.9999705235851024;1.0;0.9997287172734038;0.9997287172734038;;1.0;1.0;;1.0;1.0
204667_13;1;13;0;0.6980263405635885;1.0;0.9999886147411262;0.9999886147411262;0.9764558154135928;0.9981412934619176;0.9981412934619176;;1.0;1.0;;1.0;1.0
204703_12;1;12;0;0.6523915774708703;1.0;0.9999921650561108;0.9999921650561108;0.9268649439297904;0.9993483555092952;0.9993483555092952;;1.0;1.0;;1.0;1.0
204724_7;0;7;0;0.6471888559821959;1.0;0.9999925960651441;0.9999925960651441;1.0;0.998241336512492;0.998241336512492;;1.0;1.0;;1.0;1.0
204829_12;0;12;0;0.6094866011910012;1.0;0.9999867535295816;0.9999867535295816;0.8724489795918368;0.9994113192509588;0.9994113192509588;;1.0;1.0;;1.0;1.0
204829_3;0;3;0;0.5831850431857151;1.0;0.9999886483261412;0.9999886483261412;1.0;0.9996456274984168;0.9996456274984168;;1.0;1.0;;1.0;1.0
204847_8;0;8;0;0.6455904721109267;1.0;0.9999899150498036;0.9999899150498036;1.0;0.9995744091458504;0.9995744091458504;;1.0;1.0;;1.0;1.0
204993_5;0;5;0;0.6291390931233797;1.0;0.9999901318673386;0.9999901318673386;1.0;0.9992259022914628;0.9992259022914628;;1.0;1.0;;1.0;1.0
205026_3;0;3;0;0.6248557528298181;1.0;0.9999883344169496;0.9999883344169496;1.0;0.9969976359264788;0.9969976359264788;;1.0;1.0;;1.0;1.0
205086_12;0;12;1;0.5838972828471279;1.0;0.9999792087232806;0.9999792087232806;1.0;0.9994661326905572;0.9994661326905572;;1.0;1.0;;1.0;1.0
205104_13;0;13;1;0.6407581750224102;1.0;0.9998781918223376;0.9998781918223376;1.0;0.9994346681997036;0.9994346681997036;;1.0;1.0;;1.0;1.0
