Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
Case103_9;1;9;1;0.9511769741093696;1.0;1.0;1.0;0.93775;0.955300208824556;0.955300208824556;;1.0;1.0;1.0;1.0;1.0
Case104;0;1;1;0.6715102511006412;1.0;1.0;1.0;0.9160612853747744;0.85293215717213;0.85293215717213;;1.0;1.0;1.0;1.0;1.0
Case104_5;0;5;1;0.6852132150854066;1.0;1.0;1.0;0.9565475359486248;0.9750379340882701;0.9750379340882701;;1.0;1.0;1.0;1.0;1.0
Case10_10;1;10;1;0.9999999904849358;1.0;1.0;1.0;0.9413686534216336;0.980874718455806;0.980874718455806;1.0;1.0;1.0;;1.0;1.0
Case10_3;1;3;1;0.9399397224568122;1.0;1.0;1.0;0.9324116465500082;0.9547367456615136;0.9547367456615136;;1.0;1.0;1.0;1.0;1.0
Case10_9;1;9;1;0.9999999361350224;1.0;1.0;1.0;0.9184005434005432;0.9444484697059186;0.9444484697059186;1.0;1.0;1.0;;1.0;1.0
Case114_5;1;5;1;0.7189332475705118;1.0;1.0;1.0;0.9375939849624059;0.9757600600948878;0.9757600600948878;;1.0;1.0;1.0;1.0;1.0
Case115_3;1;3;1;0.7946405281697424;1.0;1.0;1.0;0.926710816777042;0.9622155333617004;0.9622155333617004;;1.0;1.0;1.0;1.0;1.0
Case125_5;0;5;0;0.8211515742961002;1.0;1.0;1.0;0.926710816777042;0.9805038037125784;0.9805038037125784;;1.0;1.0;1.0;1.0;1.0
Case127_11;1;11;1;0.9999822724420576;1.0;1.0;1.0;0.8913688398715622;0.9651043357972726;0.9651043357972726;1.0;1.0;1.0;;1.0;1.0
Case12_14;0;14;0;0.9999953651296408;1.0;1.0;1.0;0.8913688398715622;0.9426849742794552;0.9426849742794552;;1.0;1.0;;1.0;1.0
Case12_8;0;8;0;0.999997183764818;1.0;1.0;1.0;0.9203371492391456;0.8820788802831109;0.8820788802831109;;1.0;1.0;;1.0;1.0
Case12_9;0;9;0;0.9999998508523724;1.0;1.0;1.0;0.9537939097032788;0.9679223659521156;0.9679223659521156;;1.0;1.0;;1.0;1.0
Case145_5;0;5;0;0.9999974696341128;1.0;1.0;1.0;0.9446761507551088;0.9745461557109588;0.9745461557109588;;1.0;1.0;;1.0;1.0
Case146_2;0;2;0;0.9999903303090196;1.0;1.0;1.0;0.9332327802916038;0.9734633836381924;0.9734633836381924;;1.0;1.0;;1.0;1.0
Case148;0;1;0;0.9999999998183592;1.0;1.0;1.0;0.9695836997947817;0.9847361709915764;0.9847361709915764;;1.0;1.0;;1.0;1.0
Case163_6;1;6;1;0.9999952158440548;1.0;1.0;1.0;0.8210242587601078;0.92447811700948;0.92447811700948;;1.0;1.0;1.0;1.0;1.0
Case174_8;1;8;1;0.9823718301153426;1.0;1.0;1.0;0.92305617826021;0.9472216627601152;0.9472216627601152;;1.0;1.0;1.0;1.0;1.0
Case178;0;1;0;0.6183792629143791;1.0;1.0;1.0;0.942739863058588;0.9812790745345626;0.9812790745345626;;1.0;1.0;1.0;1.0;1.0
Case178_11;0;11;0;0.9755782359322446;1.0;1.0;1.0;0.9035642785642786;0.97405141327654;0.97405141327654;;1.0;1.0;1.0;1.0;1.0
Case178_13;0;13;0;0.990440588343596;1.0;1.0;1.0;0.9565475359486248;0.978303047012722;0.978303047012722;;1.0;1.0;1.0;1.0;1.0
Case17_9;1;9;1;0.9999999999980618;1.0;1.0;1.0;0.8006577002660361;0.980785392558165;0.980785392558165;1.0;1.0;1.0;;1.0;1.0
Case185_2;0;2;0;0.7541025682614405;1.0;1.0;1.0;0.9247556412665447;0.9710218745479056;0.9710218745479056;;1.0;1.0;1.0;1.0;1.0
Case188_12;1;12;1;0.9999999999999408;1.0;1.0;1.0;0.8769033023531738;0.9685384747684496;0.9685384747684496;;1.0;1.0;;1.0;1.0
Case188_14;1;14;1;0.9999999999999764;1.0;1.0;1.0;0.8231031543052003;0.9624351792019848;0.9624351792019848;;1.0;1.0;;1.0;1.0
Case192_9;0;9;0;0.9999794705858844;1.0;1.0;1.0;0.9835395843249246;0.9672391995256192;0.9672391995256192;;1.0;1.0;1.0;1.0;1.0
Case194_4;1;4;1;0.9999972046069614;1.0;1.0;1.0;0.8424050632911393;0.9301312360046732;0.9301312360046732;;1.0;1.0;;1.0;1.0
Case195_10;0;10;0;0.9997560943286125;1.0;1.0;1.0;0.8393574297188755;0.9749728709254704;0.9749728709254704;;1.0;1.0;1.0;0.9999999999999999;0.9999999999999999
Case196_2;1;2;1;0.7419380334562833;1.0;1.0;1.0;0.8893333333333333;0.9689705541981348;0.9689705541981348;;1.0;1.0;1.0;1.0;1.0
Case198_2;1;2;1;0.9618965240368101;1.0;1.0;1.0;0.905852994555354;0.976433760311716;0.976433760311716;;1.0;1.0;1.0;1.0;1.0
Case199_7;1;7;1;0.9999689875232656;1.0;1.0;1.0;0.8951440979076194;0.8885019017690001;0.8885019017690001;;1.0;1.0;1.0;1.0;1.0
Case19_7;1;7;1;0.9980905021779344;1.0;1.0;1.0;0.9695836997947817;0.7057912945143503;0.7057912945143503;;1.0;1.0;1.0;1.0;1.0
Case207;1;1;1;0.8389648812058431;1.0;1.0;1.0;0.8443817660101735;0.9657787726677473;0.9657787726677473;;1.0;1.0;1.0;1.0;1.0
Case208_3;1;3;1;0.9667932693223548;1.0;1.0;1.0;0.9554912054912056;0.9516944856763928;0.9516944856763928;;1.0;1.0;1.0;1.0;1.0
Case209_12;0;12;0;0.9945405971981408;1.0;1.0;1.0;0.959954454222634;0.9683561968919276;0.9683561968919276;;1.0;1.0;1.0;1.0;1.0
Case211_7;0;7;0;0.9999935770690668;1.0;1.0;1.0;0.9624509147500044;0.9767766562283304;0.9767766562283304;;1.0;1.0;1.0;1.0;1.0
Case215_9;0;9;0;0.999976329994864;1.0;1.0;1.0;0.9391673995895632;0.903871394603228;0.903871394603228;1.0;1.0;1.0;;1.0;1.0
Case21_6;1;6;1;0.9999759797051836;1.0;1.0;1.0;0.8955422990762415;0.9511212730797236;0.9511212730797236;;1.0;1.0;1.0;1.0;1.0
Case223_14;0;14;0;0.8251604740971727;1.0;1.0;1.0;0.9367727437201242;0.9808589004736346;0.9808589004736346;;1.0;1.0;1.0;1.0;1.0
Case225_11;1;11;1;0.9999990895767872;1.0;1.0;1.0;0.8985098473979392;0.98058628732654;0.98058628732654;;1.0;1.0;;1.0;1.0
Case225_13;1;13;1;0.9999999833255409;1.0;1.0;1.0;0.8675475552151155;0.9598664896464204;0.9598664896464204;;1.0;1.0;;1.0;1.0
Case225_6;1;6;1;0.9986507049043678;1.0;1.0;1.0;0.942739863058588;0.9728017076623328;0.9728017076623328;1.0;1.0;1.0;1.0;1.0;1.0
Case229_4;0;4;0;0.8991611987292136;1.0;1.0;1.0;0.9118997992897946;0.9839875480143636;0.9839875480143636;;1.0;1.0;1.0;1.0;1.0
Case230_2;1;2;1;0.8960693740205063;1.0;1.0;1.0;0.9537939097032788;0.9332116638544206;0.9332116638544206;;1.0;1.0;1.0;1.0;1.0
Case231_4;1;4;1;0.8987888656254143;1.0;1.0;1.0;0.8820371101460719;0.8979076951858334;0.8979076951858334;;1.0;1.0;1.0;1.0;1.0
Case235_8;1;8;1;0.9998528426287308;1.0;1.0;1.0;0.8053644809719492;0.9685651981376188;0.9685651981376188;;1.0;1.0;1.0;1.0;1.0
Case235_9;1;9;1;0.9999999652425496;1.0;1.0;1.0;0.8461291279414672;0.9460386774527544;0.9460386774527544;1.0;1.0;1.0;;1.0;1.0
Case238_12;1;12;1;0.99999999999964;1.0;1.0;1.0;0.8050968953925252;0.9557659825384492;0.9557659825384492;1.0;1.0;1.0;;1.0;1.0
Case238_13;1;13;1;0.9999999999999064;1.0;1.0;1.0;0.8237995985795893;0.9615115489518078;0.9615115489518078;1.0;1.0;1.0;;1.0;1.0
Case238_14;1;14;1;0.9999999999998715;1.0;1.0;1.0;0.8247507331378299;0.9662803959324828;0.9662803959324828;1.0;1.0;1.0;;1.0;1.0
Case239_3;0;3;0;0.8422748931163486;1.0;1.0;1.0;0.9258186758186758;0.9695218075176494;0.9695218075176494;;1.0;1.0;1.0;1.0;1.0
Case239_9;0;9;0;0.9613206647467476;1.0;1.0;1.0;0.9163551744356494;0.9225440619828486;0.9225440619828486;;1.0;1.0;1.0;1.0;1.0
Case240_5;1;5;1;0.9146210758252692;1.0;1.0;1.0;0.8827373068432671;0.9543212879083116;0.9543212879083116;1.0;1.0;1.0;1.0;1.0;1.0
Case244_3;1;3;1;0.9999123989910124;1.0;1.0;1.0;0.9565475359486248;0.9728012746469672;0.9728012746469672;;1.0;1.0;1.0;1.0;1.0
Case245_14;1;14;1;0.9999994187266628;1.0;1.0;1.0;0.9130950718972496;0.9453534519609459;0.9453534519609459;;1.0;1.0;;1.0;1.0
Case249_8;1;8;0;0.6392915772587613;1.0;1.0;1.0;0.9069522774702058;0.9725185834836032;0.9725185834836032;;1.0;1.0;1.0;1.0;1.0
Case250_13;0;13;0;0.999997128724011;1.0;1.0;1.0;0.9467714746408676;0.972994353914231;0.972994353914231;;1.0;1.0;;1.0;1.0
Case251_10;0;10;0;0.9945442227486344;1.0;1.0;1.0;0.9480730730730732;0.9293432593710856;0.9293432593710856;1.0;1.0;1.0;1.0;1.0;1.0
Case251_14;0;14;0;0.9991581488996564;1.0;1.0;1.0;0.9695836997947817;0.9556896375309628;0.9556896375309628;;1.0;1.0;1.0;1.0;1.0
Case256_10;1;10;1;0.9999999987303524;1.0;1.0;1.0;0.8972557085452018;0.9771795622135117;0.9771795622135117;1.0;1.0;1.0;;1.0;1.0
Case256_14;1;14;1;0.9999999854459928;1.0;1.0;1.0;0.9332368082368082;0.9545632552734438;0.9545632552734438;1.0;1.0;1.0;;1.0;1.0
Case256_5;1;5;1;0.9999999766172964;1.0;1.0;1.0;0.8560908942558747;0.9765814780449148;0.9765814780449148;;1.0;1.0;;1.0;1.0
Case256_7;1;7;1;0.9999998928216436;1.0;1.0;1.0;0.8730213772845953;0.9348931769137244;0.9348931769137244;;1.0;1.0;;1.0;1.0
Case257_13;1;13;1;0.9864647277309786;1.0;1.0;1.0;0.9300510711456454;0.9768953411609672;0.9768953411609672;1.0;1.0;1.0;1.0;1.0;1.0
Case258_10;1;10;1;0.892267911452058;1.0;1.0;1.0;0.9284248288232352;0.9587242217632378;0.9587242217632378;;1.0;1.0;1.0;1.0;1.0
Case259_8;1;8;1;0.9999999995949084;1.0;1.0;1.0;0.917376255819652;0.9647778542050472;0.9647778542050472;1.0;1.0;1.0;;1.0;1.0
Case263_6;0;6;0;0.9999996905667852;1.0;1.0;1.0;0.9614949247527323;0.9687625706478472;0.9687625706478472;;1.0;1.0;;1.0;1.0
Case264_11;1;11;1;0.9998769936739954;1.0;1.0;1.0;0.9292484997272232;0.9803539080768612;0.9803539080768612;1.0;1.0;1.0;1.0;1.0;1.0
Case265_10;0;10;0;0.999995620030537;1.0;1.0;1.0;0.9141917293233084;0.6980215605690738;0.6980215605690738;1.0;1.0;1.0;;1.0;1.0
Case265_12;0;12;0;0.9999995801349794;1.0;1.0;1.0;0.9141097945878822;0.9595005877735312;0.9595005877735312;1.0;1.0;1.0;;1.0;1.0
Case266_12;1;12;1;0.8072383193660855;1.0;1.0;1.0;0.8905536600240649;0.9669807449241796;0.9669807449241796;1.0;1.0;1.0;1.0;1.0;1.0
Case267_5;1;5;1;0.999999999998977;1.0;1.0;1.0;0.8818037974683545;0.9747349343389456;0.9747349343389456;1.0;1.0;1.0;;1.0;1.0
Case269_11;0;11;0;0.9971300923693646;1.0;1.0;1.0;0.9480730730730732;0.9683870300841516;0.9683870300841516;;1.0;1.0;1.0;1.0;1.0
Case269_12;0;12;0;0.9994254109171352;1.0;1.0;1.0;0.9845979699010928;0.9458221641508024;0.9458221641508024;;1.0;1.0;1.0;1.0;1.0
Case273_8;0;8;0;0.9772397645600636;1.0;1.0;1.0;0.9152888344560114;0.9559500828919388;0.9559500828919388;1.0;1.0;1.0;1.0;1.0;1.0
Case274_3;0;3;0;0.9986257075646128;1.0;1.0;1.0;0.9249018295000092;0.8582045425923273;0.8582045425923273;1.0;1.0;1.0;1.0;1.0;1.0
