Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204466_13,0,13,0,0.9999963579363639
204562_13,1,13,0,0.9999946407111021
204646_13,1,13,0,0.9999991876395202
204894_13,0,13,0,0.9999989826361914
204915_13,0,13,0,1.0
205005_13,1,13,0,0.99999659985917
205164_13,0,13,0,0.9999935310974644
205247_13,0,13,0,0.9999999208552768
205367_13,0,13,0,0.9999989499722203
205837_13,1,13,0,0.9999980672162456
206053_13,1,13,0,0.9999992373056084
206086_13,0,13,0,0.9999980116073333
206135_13,1,13,0,0.9999998655974399
206420_13,1,13,0,0.999999102145784
206778_13,0,13,0,0.9999983906392648
206856_13,0,13,0,0.9999887869704741
206862_13,0,13,0,0.9999986028007255
206913_13,0,13,0,0.9999983181627176
207026_13,1,13,0,0.9999957786784814
207119_13,0,13,0,0.9999812461995627
207281_13,1,13,0,0.9999988761516141
207674_13,0,13,0,0.9999994954682585
208052_13,1,13,0,0.9999903357657466
208358_13,0,13,0,0.9999999683885795
208478_13,1,13,0,0.9999993757104123
208772_13,0,13,0,0.9999996129321186
209200_13,0,13,0,0.9999943598616207
209437_13,0,13,0,0.9999999888589031
209661_13,0,13,0,0.9999896619062042
209697_13,0,13,0,0.999995803042122
209790_13,0,13,0,0.9999895260192475
209913_13,1,13,0,0.9999991477627298
210017_13,1,13,0,0.9999976683656411
210107_13,0,13,0,0.9999982257578744
210200_13,1,13,0,0.9999980917060345
210518_13,1,13,0,0.9999972749092092
210572_13,0,13,0,0.9999916915904064
211074_13,1,13,0,0.9999995389189064
211158_13,0,13,0,0.9999999782555877
211555_13,1,13,0,0.9999999893824736
211606_13,1,13,0,0.9999973856611245
211670_13,1,13,0,0.9999994483084252
212091_13,1,13,0,0.9999885328809143
212845_13,0,13,0,0.9999999988167474
213001_13,1,13,0,0.9999912955008465
213234_13,1,13,0,0.9999987212304481
213450_13,1,13,0,0.9999982504670398
213465_13,1,13,0,0.9999996213205697
213705_13,0,13,0,0.9999985554922178
214058_13,1,13,0,0.9999999202944313
