Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204574_8,0,8,0,0.9741829758343896
204682_8,0,8,0,0.9997811318159914
204721_8,0,8,0,0.9973012000822068
204841_8,1,8,0,0.995305106770995
205026_8,0,8,0,0.9687726141139654
205179_8,0,8,0,0.9964557994955976
205182_8,0,8,0,0.995087675751203
205310_8,0,8,0,0.9864670128887404
205313_8,1,8,0,0.9712097198028532
205349_8,0,8,0,0.9865965030515651
205385_8,1,8,0,0.9957516403516964
205388_8,0,8,0,0.970268962009246
205400_8,0,8,0,0.9957100677714205
205474_8,0,8,0,0.9946966710034414
206141_8,0,8,0,0.9925003034437261
206597_8,0,8,0,0.9950622808868779
206606_8,0,8,0,0.9957736981494035
207218_8,0,8,0,0.9680678725037676
207413_8,1,8,0,0.9847966631911129
207467_8,0,8,0,0.9676125276092442
207518_8,0,8,0,0.9674903936760265
207732_8,0,8,0,0.9664380727743308
208070_8,0,8,0,0.9557898567550075
208127_8,1,8,0,0.9541295480919727
208451_8,1,8,0,0.9998946868046042
208499_8,0,8,0,0.9986395013678706
208556_8,1,8,0,0.9969322318680307
208619_8,1,8,0,0.9954719274188262
209030_8,1,8,0,0.9738160864020541
209084_8,1,8,0,0.9934291322766596
209604_8,1,8,0,0.9847364405582586
209742_8,1,8,0,0.9648845723372231
209823_8,1,8,0,0.9840283889962794
209859_8,0,8,0,0.9846005413675984
210329_8,1,8,0,0.9815369776225132
210599_8,0,8,0,0.9707637514829999
210617_8,0,8,0,0.9780941969123476
210659_8,1,8,0,0.9996747585344513
210668_8,0,8,0,0.9997151219840696
211011_8,1,8,0,0.9702755191542303
211411_8,1,8,0,0.9680340903252979
211955_8,1,8,0,0.991486472727676
212012_8,1,8,1,0.7498474937721505
212506_8,1,8,0,0.9796849908404183
212602_8,1,8,0,0.9596692902128307
213052_8,1,8,0,0.989568646588811
213132_8,1,8,0,0.990338085953211
213258_8,1,8,0,0.9959344876842802
213423_8,1,8,0,0.9705540662336711
214142_8,0,8,0,0.9981016565078625
