Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204553.0,0.0,1.0,0.0,0.5555905415130814
204562.0,1.0,1.0,1.0,0.5424736478820831
204667.0,1.0,1.0,1.0,0.6594252342581809
204700.0,0.0,1.0,0.0,0.9415679578987766
204718.0,1.0,1.0,0.0,0.5668494820259391
204909.0,0.0,1.0,0.0,0.5951781503940651
204969.0,0.0,1.0,0.0,0.5338181252148121
205041.0,1.0,1.0,1.0,0.5658706147669733
205295.0,0.0,1.0,1.0,0.5523640503756031
205508.0,1.0,1.0,0.0,0.5973484429765629
205849.0,0.0,1.0,0.0,0.510576115098271
206210.0,1.0,1.0,1.0,0.5630832585251582
206258.0,1.0,1.0,1.0,0.6273606346690475
206291.0,1.0,1.0,1.0,0.6358442475310051
206360.0,1.0,1.0,1.0,0.6260683002594785
206369.0,0.0,1.0,1.0,0.6073491914729241
206372.0,0.0,1.0,1.0,0.5824631248545009
206477.0,0.0,1.0,1.0,0.5637179450202379
206480.0,1.0,1.0,1.0,0.6650595764878685
206615.0,1.0,1.0,1.0,0.6972871369229783
206865.0,1.0,1.0,1.0,0.5628059966345582
206907.0,1.0,1.0,1.0,0.5619251072186598
206925.0,0.0,1.0,1.0,0.5597800470484627
206937.0,1.0,1.0,1.0,0.5485702551870101
207245.0,0.0,1.0,1.0,0.5865582875349137
207334.0,0.0,1.0,0.0,0.9732635448913813
207488.0,0.0,1.0,1.0,0.5755275106939018
207708.0,0.0,1.0,0.0,0.5425053761119634
208157.0,1.0,1.0,1.0,0.6542699926211434
208229.0,1.0,1.0,1.0,0.6545927718572118
208286.0,0.0,1.0,0.0,0.5642406736518168
208550.0,0.0,1.0,1.0,0.62483842498789
208655.0,1.0,1.0,1.0,0.6371471699400559
209434.0,1.0,1.0,1.0,0.5805505124603466
209511.0,0.0,1.0,0.0,0.9718718145429495
209664.0,0.0,1.0,0.0,0.5006939450122219
210071.0,0.0,1.0,1.0,0.5345910639577205
210866.0,0.0,1.0,1.0,0.6718226049337488
211098.0,1.0,1.0,1.0,0.5470374905758685
211164.0,1.0,1.0,0.0,0.6690904870868846
211245.0,0.0,1.0,1.0,0.5662820072076283
211883.0,0.0,1.0,1.0,0.6091852456547836
212590.0,0.0,1.0,1.0,0.6172002940798053
212632.0,1.0,1.0,1.0,0.5985253731317689
212737.0,0.0,1.0,1.0,0.6132633000284835
212773.0,0.0,1.0,1.0,0.6675712519061836
213001.0,1.0,1.0,1.0,0.6958924022548958
213261.0,1.0,1.0,1.0,0.5238463661586089
213873.0,1.0,1.0,1.0,0.5535361981660843
214268.0,1.0,1.0,1.0,0.5843614293250652
