Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204703_3,1,3,0,0.9071697044433608
204841_3,1,3,0,0.6609228016183296
204936_3,0,3,0,0.7258317242295154
204993_3,0,3,0,0.5797572173123393
205149_3,1,3,0,0.565088629114131
205364_3,1,3,0,0.5169563267349558
205370_3,0,3,0,0.7139372817505649
205400_3,0,3,0,0.7058934830830229
205424_3,1,3,0,0.7027428080689712
205508_3,1,3,0,0.8166190529845732
206050_3,0,3,0,0.5470180946684424
206309_3,1,3,0,0.6824790641346302
206510_3,1,3,0,0.6547827093310914
206567_3,0,3,0,0.7305618867732937
206727_3,0,3,0,0.6274368798570163
206733_3,1,3,0,0.631101407445895
206883_3,1,3,1,0.5297194456182275
207359_3,0,3,0,0.8449896895997802
207377_3,1,3,0,0.7920234490837417
207662_3,0,3,0,0.5264690289673555
207780_3,1,3,0,0.7465767390116592
207792_3,0,3,0,0.529226928444143
207798_3,0,3,0,0.6407766227729874
207870_3,0,3,0,0.502980845592399
208028_3,1,3,0,0.6354309767112201
208034_3,0,3,0,0.5833556430452661
208067_3,1,3,0,0.5075816255931271
208241_3,0,3,0,0.6105389917074016
208418_3,0,3,0,0.5118941816945892
208730_3,1,3,0,0.751303100019933
209078_3,0,3,0,0.7703081052253813
209090_3,0,3,0,0.5216049499077563
209135_3,1,3,1,0.9242226827795736
209188_3,1,3,0,0.6990733419456111
209841_3,0,3,0,0.5142246238479786
210347_3,1,3,1,0.86596861366351
210599_3,0,3,0,0.5564035079440965
211098_3,1,3,0,0.5797075952169544
211706_3,1,3,0,0.5716370541953651
211907_3,0,3,0,0.5288906357951354
211928_3,0,3,0,0.5135591537298222
211997_3,1,3,1,0.5026096158457843
212118_3,0,3,0,0.7443067281638961
212698_3,0,3,0,0.5641509840858054
213088_3,1,3,0,0.9352972779670466
213432_3,1,3,0,0.5659583247274964
213711_3,0,3,0,0.746096440973643
213822_3,1,3,0,0.7104892472023039
213995_3,1,3,0,0.8001276328252134
214148_3,0,3,0,0.53595921018124
