Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204793_11,0,11,0,0.9989787090514763
204838_11,0,11,0,0.9999931111889241
205565_11,1,11,0,0.9951334848441523
205733_11,1,11,0,0.9992238465935079
205873_11,1,11,0,0.9992258278750893
205885_11,0,11,0,0.9984007757441592
206086_11,0,11,0,0.9990694294505069
206150_11,0,11,0,0.9993967102532312
206180_11,0,11,0,0.9931184426254227
206285_11,1,11,0,0.9982957066134301
206417_11,0,11,0,0.9999401705495032
206441_11,0,11,0,0.9979914641570624
206447_11,0,11,0,0.9999969930248104
206907_11,1,11,0,0.9975934059402405
206925_11,0,11,0,0.9986395415555621
206999_11,1,11,0,0.9994555210561543
207254_11,0,11,0,0.9997750168872506
207328_11,1,11,0,0.9997768288062026
207614_11,1,11,0,0.9994307118856509
207717_11,0,11,0,0.9994806149677303
207726_11,0,11,0,0.9998854517943934
208148_11,0,11,0,0.9970908002033096
208337_11,1,11,0,0.9999963427890833
208499_11,0,11,0,0.9999179536018868
208508_11,0,11,0,0.9998927964563052
208598_11,0,11,0,0.999177726154939
208790_11,1,11,0,0.9991583219395562
208949_11,0,11,0,0.999910801862517
209604_11,1,11,0,0.9983238853641184
209652_11,0,11,0,0.9998154323268563
209913_11,1,11,0,0.9994777059820987
210347_11,1,11,0,0.9948155700017214
210518_11,1,11,0,0.9988866684233071
210629_11,0,11,0,0.9929640697516344
210722_11,1,11,0,0.999951229665134
210833_11,1,11,0,0.9996367837107741
211086_11,0,11,0,0.9993223141248896
211110_11,1,11,0,0.9998761130782622
211317_11,0,11,0,0.9999929891283358
211323_11,1,11,0,0.9987467452093279
211402_11,1,11,0,0.9954679346965718
211528_11,0,11,0,0.9995688059921781
212061_11,1,11,0,0.9997866927526783
212295_11,1,11,0,0.9998466610718798
212524_11,0,11,0,0.9994397853849889
212563_11,0,11,0,0.9981270691295553
212917_11,1,11,0,0.9998854824027736
213091_11,1,11,0,0.9999871762500457
213192_11,1,11,0,0.999310548619085
213468_11,1,11,0,0.997641036483489
