Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204604_5,0,5,0,0.9972983948551228
204646_5,1,5,0,0.9997752267250822
204703_5,1,5,0,0.9999595187629107
204766_5,1,5,0,0.9920919686948955
205110_5,0,5,0,0.998050726530959
205202_5,1,5,0,0.99705231614632
205310_5,0,5,0,0.9983357097529678
205433_5,0,5,0,0.9988655475930074
205474_5,0,5,0,0.9991912912925165
205499_5,0,5,0,0.9985778687715288
205511_5,1,5,0,0.9814242654323984
205562_5,1,5,0,0.9951333944347295
205661_5,1,5,0,0.9982643927633355
205742_5,1,5,0,0.9961166638644314
205745_5,1,5,0,0.9986355250400166
206050_5,0,5,0,0.9960698237698438
206267_5,1,5,0,0.9936888750448493
206315_5,0,5,0,0.9743858745683154
206399_5,0,5,0,0.9983550544604957
206408_5,1,5,0,0.9934232068108997
206432_5,0,5,0,0.9971538496613994
206447_5,0,5,0,0.9917698414128118
206588_5,0,5,0,0.9989136674292391
206904_5,1,5,0,0.9962285932893731
207380_5,0,5,0,0.9953594289142071
207482_5,1,5,0,0.998045257814662
207792_5,0,5,0,0.9931824784309728
207825_5,1,5,0,0.9771518765729599
207894_5,1,5,0,0.9954566546333287
208196_5,1,5,0,0.9974779385607372
208244_5,1,5,0,0.9973290168571546
208418_5,0,5,0,0.9998077764927137
209577_5,1,5,0,0.9981804438539886
209661_5,0,5,0,0.9955510111120415
209799_5,0,5,0,0.9982112529206757
209910_5,0,5,0,0.9962499831391018
210032_5,0,5,0,0.9980552214995796
210071_5,0,5,0,0.9979112137653154
210179_5,0,5,0,0.9942786695522177
211817_5,0,5,0,0.9951462196426437
212043_5,1,5,0,0.9974993373849536
212061_5,1,5,0,0.9947785937068464
212425_5,1,5,0,0.993588853434118
212554_5,0,5,0,0.9934318466665449
212704_5,1,5,0,0.992576087088939
212983_5,0,5,0,0.998087285984865
213144_5,1,5,0,0.9961935583745394
213273_5,0,5,0,0.9984264483540984
213423_5,1,5,0,0.9964350044750061
213465_5,1,5,0,0.9969826049300823
