Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204469_2,0,2,1,0.5235549333104377
204667_2,1,2,1,0.5502206031551268
205268_2,1,2,0,0.5558573211632496
205361_2,1,2,0,0.5289151765496956
205370_2,0,2,0,0.5224617437058406
205397_2,1,2,0,0.5221330535630511
205459_2,0,2,1,0.9368733260494992
205754_2,0,2,0,0.5543970450181331
205757_2,0,2,0,0.5190910733133614
205797_2,0,2,0,0.9842851828378828
205912_2,0,2,0,0.5178732699724604
205954_2,1,2,1,0.5384443428198304
206234_2,0,2,0,0.5378119372792306
206240_2,0,2,0,0.5030267368107483
206258_2,1,2,1,0.5067371485655837
206441_2,0,2,0,0.513108901679639
206480_2,1,2,1,0.55598869693067
206510_2,1,2,1,0.5497613855047424
206642_2,0,2,1,0.5816357933293841
206718_2,1,2,0,0.8407151862505367
207023_2,1,2,0,0.7288803636480469
207467_2,0,2,1,0.5051008637745386
208070_2,0,2,0,0.5978579820514609
208247_2,1,2,1,0.5309116668922169
208277_2,1,2,1,0.5156378997927328
208934_2,0,2,0,0.6719738289130662
209057_2,0,2,0,0.5375815224016393
209206_2,1,2,0,0.7209636317859501
209278_2,0,2,0,0.6008039650898018
209604_2,1,2,0,0.6441366580935898
209652_2,0,2,0,0.7893637052968654
209664_2,0,2,0,0.6237523282446538
209712_2,1,2,0,0.5243731480790307
210038_2,1,2,0,0.765515190855932
210287_2,1,2,0,0.6514393245874057
210362_2,0,2,0,0.5456033490085739
210593_2,1,2,0,0.532024818304758
211125_2,1,2,0,0.5435676576423574
211224_2,1,2,0,0.5201031109042508
211227_2,0,2,0,0.538219056122443
211254_2,1,2,0,0.5390741400372286
211507_2,1,2,0,0.5432104212387596
211721_2,0,2,0,0.5790338358573934
212226_2,1,2,0,0.7291678669746822
212247_2,1,2,0,0.7309175050302272
212289_2,1,2,0,0.5667741869732432
212947_2,0,2,1,0.5648828297687399
213711_2,0,2,0,0.5611625110047231
213792_2,0,2,0,0.5131635030130443
214037_2,0,2,0,0.6639717935743225
