Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204475_12,1,12,0,0.9999979463688702
204481_12,0,12,0,0.999912769576932
204592_12,1,12,0,0.9999999405983448
205026_12,0,12,0,0.9998445571000947
205182_12,0,12,0,0.9999870722298897
205421_12,1,12,0,0.9999948466275215
205465_12,0,12,0,0.999999776599534
205532_12,1,12,1,1.0
205556_12,0,12,0,0.999913195713305
205745_12,1,12,0,0.9999948784063962
205791_12,0,12,0,0.999996145421431
205843_12,0,12,0,0.9998228993744814
206147_12,0,12,0,0.99996758733563
206162_12,1,12,0,0.9999555140170746
206198_12,1,12,0,0.9999999997564828
206489_12,1,12,0,0.9996026889991599
206561_12,0,12,0,0.9999865944705274
206745_12,0,12,0,0.9999117733483761
207077_12,0,12,0,0.9999402025416521
207717_12,0,12,0,0.9999745344199952
207798_12,0,12,0,0.9999239217220308
207873_12,0,12,0,0.999950736071909
208118_12,1,12,0,0.9999999958110948
208349_12,1,12,0,0.9997395706983082
208478_12,1,12,0,0.999999132917629
209138_12,0,12,0,0.9999634736570785
209338_12,0,12,0,0.9999975130285977
209374_12,1,12,0,0.9998543579488561
209449_12,1,12,0,0.9998940189687467
209502_12,1,12,0,0.9999932841733128
209619_12,0,12,0,0.9998683495410682
209760_12,0,12,0,0.9999902923518639
210119_12,1,12,0,0.9999265273969145
210719_12,0,12,0,0.9999999991151469
211008_12,1,12,0,0.9999177795847105
211110_12,1,12,0,0.9999958368431807
211335_12,1,12,0,0.9999995096073414
211381_12,1,12,0,0.9999611618566964
211543_12,0,12,0,0.9999767137758363
211763_12,1,12,0,0.9999357029497179
211883_12,0,12,0,0.9999691680252643
212235_12,0,12,0,0.9999438469537022
212295_12,1,12,0,0.999994709940589
212455_12,1,12,0,0.9999936474875405
212479_12,0,12,0,0.9999933997787699
213159_12,0,12,0,0.9999843799826287
213411_12,1,12,0,0.999960786316434
213609_12,1,12,0,0.9999972951982898
213792_12,0,12,0,0.9999305677091028
213822_12,1,12,0,0.9999826565128339
