Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204661_9,1,9,0,1.0
204829_9,0,9,0,0.9999999951173066
204847_9,0,9,0,0.999999992148247
205364_9,1,9,0,0.999999773817376
206086_9,0,9,0,0.9999999999797069
206198_9,1,9,0,0.9999999545056691
206216_9,0,9,0,0.9999998917181957
206222_9,0,9,0,1.0
206246_9,0,9,0,0.9999998763121246
206444_9,1,9,0,0.9999994584282962
206477_9,0,9,0,0.9999995846807092
206567_9,0,9,0,0.9999999990453432
206594_9,1,9,0,0.9999999543593826
206606_9,0,9,0,0.9999999965114057
206615_9,1,9,0,0.9999999460432903
206624_9,1,9,0,0.9999999997706368
206745_9,0,9,0,0.9999998003969409
206811_9,1,9,0,0.9999999970894322
207464_9,0,9,0,0.9999999842554531
207759_9,0,9,0,0.9999999082538167
207780_9,1,9,0,0.9999999325140886
207798_9,0,9,0,0.9999999053772273
208067_9,1,9,0,0.9999994318919272
208277_9,1,9,0,0.9999996328515371
208514_9,0,9,0,0.9999999978643785
208532_9,1,9,0,0.999999999997101
208967_9,1,9,0,0.9999999804201141
209012_9,0,9,0,0.999999841967691
209380_9,0,9,0,0.9999997534234828
209520_9,0,9,0,0.9999999938019926
209607_9,0,9,0,0.9999996151237441
209619_9,0,9,0,0.9999997401777332
209760_9,0,9,0,0.999999946674167
209808_9,1,9,0,0.9999999644087303
209823_9,1,9,0,0.9999999535625375
210086_9,0,9,1,0.9966286933726712
210272_9,1,9,0,0.9999999759203607
210467_9,1,9,0,0.9999996877122247
210521_9,0,9,0,0.999999999999801
210563_9,0,9,0,0.999999295683913
210617_9,0,9,0,0.9999999130553798
210689_9,1,9,0,0.9999999999924967
210827_9,1,9,0,0.9999999999953815
211898_9,1,9,0,0.9999999842392101
212557_9,0,9,0,1.0
212725_9,1,9,0,0.9999993661921583
213010_9,1,9,0,0.9999999986011403
213195_9,1,9,0,0.9999998879665447
213411_9,1,9,0,0.9999999614328922
214238_9,1,9,0,0.999999915952646
