Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204847_17,0,17,1,0.6040140853894187
205229_17,1,17,0,0.5493051548417092
205295_17,0,17,0,0.5300421336267527
205364_17,1,17,1,0.5921114975222439
205388_17,0,17,1,0.5680182559171117
205459_17,0,17,0,0.5601849571095356
205474_17,0,17,0,0.9999930467391541
205766_17,1,17,1,0.5933815312047513
205867_17,1,17,0,0.7897876565128464
206047_17,1,17,0,0.5569609527245503
206294_17,0,17,1,0.5851910134029876
206348_17,0,17,1,0.5091712225606865
206447_17,0,17,0,0.5344590461176512
206471_17,1,17,1,0.5851993872836925
206510_17,1,17,1,0.53376984124887
206519_17,1,17,1,0.645427655531129
206763_17,0,17,1,0.6025939071161793
206901_17,1,17,0,0.7700224367385812
207050_17,1,17,0,0.6118584983459047
207053_17,1,17,1,0.5927239360589852
207071_17,0,17,0,0.5758266679413555
207077_17,0,17,0,0.560803626852136
207089_17,0,17,0,0.5581859610084807
207674_17,0,17,0,0.5271635574629479
208025_17,0,17,0,0.5793053725497848
208139_17,1,17,0,0.5841290997219972
208148_17,0,17,0,0.9999994573031548
208457_17,1,17,0,0.5521809015267696
208478_17,1,17,0,0.9075781596073276
208508_17,0,17,0,0.5898610916732266
208934_17,0,17,0,0.5947645572511955
209712_17,1,17,0,0.7354185071236687
209781_17,0,17,0,0.5641876211708556
209823_17,1,17,0,0.5062505669594208
210017_17,1,17,0,0.7634148603227178
210248_17,1,17,1,0.6522834734919181
211002_17,1,17,0,0.5279699931518442
211098_17,1,17,1,0.5994510316318359
211423_17,0,17,0,0.5299455110113964
211441_17,0,17,0,0.5242875502112576
211850_17,1,17,1,0.5893690073718834
211916_17,0,17,0,0.5957114966325248
212103_17,1,17,0,0.5468550263115008
212184_17,0,17,0,0.5192615851812753
212512_17,0,17,1,0.5737887215172421
212560_17,1,17,1,0.5324424179750782
212785_17,0,17,1,0.5580425518558076
212845_17,0,17,0,0.5268107497714104
213423_17,1,17,0,0.6034689925780767
213468_17,1,17,0,0.6370630346304889
