Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case101_13,0,13,0,1.0
Case102_13,1,13,1,1.0
Case10_13,1,13,0,1.0
Case111_13,1,13,1,1.0
Case12_13,0,13,0,1.0
Case135_13,1,13,1,1.0
Case178_13,0,13,0,1.0
Case187_13,1,13,0,1.0
Case192_13,0,13,0,1.0
Case194_13,1,13,0,1.0
Case195_13,0,13,0,1.0
Case19_13,1,13,0,1.0
Case207_13,1,13,1,1.0
Case20_13,1,13,1,1.0
Case210_13,0,13,0,1.0
Case21_13,1,13,1,1.0
Case223_13,0,13,0,1.0
Case235_13,1,13,1,1.0
Case240_13,1,13,1,1.0
Case245_13,1,13,0,1.0
Case250_13,0,13,0,1.0
Case251_13,0,13,0,1.0
Case256_13,1,13,1,1.0
Case258_13,1,13,1,1.0
Case259_13,1,13,1,1.0
Case25_13,1,13,1,1.0
Case263_13,0,13,0,1.0
Case265_13,0,13,0,1.0
Case266_13,1,13,1,1.0
Case267_13,1,13,1,1.0
Case269_13,0,13,0,1.0
Case273_13,0,13,0,1.0
Case274_13,0,13,0,1.0
Case27_13,0,13,0,1.0
Case28_13,1,13,1,1.0
Case34_13,0,13,0,1.0
Case37_13,1,13,0,1.0
Case39_13,0,13,0,1.0
Case3_13,0,13,0,1.0
Case41_13,0,13,0,1.0
Case60_13,0,13,0,1.0
Case61_13,1,13,0,1.0
Case67_13,0,13,0,1.0
Case6_13,1,13,1,1.0
Case75_13,1,13,0,1.0
Case83_13,0,13,0,1.0
Case84_13,0,13,0,1.0
Case89_13,0,13,0,1.0
Case90_13,0,13,0,1.0
Case95_13,1,13,1,1.0
