Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case106_3,0,3,1,0.9999584867382608
Case108_3,1,3,1,1.0
Case109_3,1,3,1,1.0
Case136_3,0,3,1,1.0
Case155_3,0,3,1,0.9999999944955107
Case174_3,1,3,1,1.0
Case185_3,0,3,0,1.0
Case18_3,1,3,1,1.0
Case192_3,0,3,0,1.0
Case194_3,1,3,1,1.0
Case1_3,1,3,1,1.0
Case200_3,1,3,0,1.0
Case201_3,1,3,0,1.0
Case205_3,0,3,0,1.0
Case207_3,1,3,1,1.0
Case209_3,0,3,1,1.0
Case210_3,0,3,1,1.0
Case214_3,1,3,1,1.0
Case215_3,0,3,0,1.0
Case218_3,0,3,0,1.0
Case229_3,0,3,0,1.0
Case240_3,1,3,1,1.0
Case251_3,0,3,1,1.0
Case253_3,1,3,1,1.0
Case254_3,0,3,0,1.0
Case257_3,1,3,1,1.0
Case258_3,1,3,1,1.0
Case260_3,1,3,1,1.0
Case263_3,0,3,0,1.0
Case26_3,1,3,1,1.0
Case272_3,1,3,1,1.0
Case273_3,0,3,0,1.0
Case274_3,0,3,1,0.9999978301217946
Case30_3,0,3,0,1.0
Case31_3,1,3,1,1.0
Case35_3,1,3,1,1.0
Case37_3,1,3,1,0.9999999998673275
Case3_3,0,3,1,1.0
Case41_3,0,3,1,1.0
Case54_3,1,3,1,1.0
Case58_3,0,3,0,1.0
Case60_3,0,3,1,1.0
Case75_3,1,3,1,1.0
Case77_3,1,3,1,1.0
Case86_3,0,3,1,1.0
Case90_3,0,3,0,1.0
Case93_3,1,3,1,1.0
Case95_3,1,3,1,1.0
Case96_3,0,3,0,1.0
Case9_3,0,3,0,1.0
