Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case106_7,0,7,0,1.0
Case10_7,1,7,0,1.0
Case110_7,1,7,1,1.0
Case119_7,0,7,0,1.0
Case123_7,1,7,1,1.0
Case12_7,0,7,0,1.0
Case13_7,0,7,0,1.0
Case185_7,0,7,0,1.0
Case187_7,1,7,1,1.0
Case195_7,0,7,0,1.0
Case199_7,1,7,1,1.0
Case19_7,1,7,0,0.5446909855198202
Case203_7,0,7,0,1.0
Case206_7,1,7,1,1.0
Case207_7,1,7,0,1.0
Case208_7,1,7,1,1.0
Case211_7,0,7,0,1.0
Case218_7,0,7,0,1.0
Case219_7,1,7,1,1.0
Case223_7,0,7,0,0.9000472286348551
Case230_7,1,7,1,1.0
Case231_7,1,7,1,0.9999998878906872
Case235_7,1,7,1,1.0
Case245_7,1,7,1,1.0
Case249_7,1,7,0,0.9999999997921236
Case250_7,0,7,0,1.0
Case252_7,0,7,0,1.0
Case259_7,1,7,0,1.0
Case25_7,1,7,1,1.0
Case264_7,1,7,1,1.0
Case265_7,0,7,0,1.0
Case269_7,0,7,0,1.0
Case274_7,0,7,0,1.0
Case27_7,0,7,0,0.9999999999978968
Case38_7,1,7,1,1.0
Case40_7,0,7,0,1.0
Case44_7,1,7,1,1.0
Case46_7,0,7,0,0.9996247298080727
Case52_7,0,7,0,0.9999999999997726
Case58_7,0,7,0,1.0
Case59_7,1,7,0,1.0
Case61_7,1,7,1,1.0
Case64_7,0,7,1,1.0
Case67_7,0,7,1,1.0
Case75_7,1,7,0,0.9747425900675917
Case78_7,1,7,1,1.0
Case84_7,0,7,0,1.0
Case86_7,0,7,0,1.0
Case95_7,1,7,1,1.0
Case99_7,0,7,0,1.0
