Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case102_10,1,10,1,1.0
Case10_10,1,10,1,1.0
Case111_10,1,10,1,1.0
Case119_10,0,10,1,1.0
Case122_10,0,10,0,1.0
Case127_10,1,10,1,1.0
Case12_10,0,10,0,1.0
Case135_10,1,10,1,1.0
Case155_10,0,10,0,1.0
Case17_10,1,10,1,1.0
Case187_10,1,10,1,1.0
Case192_10,0,10,0,1.0
Case195_10,0,10,0,1.0
Case19_10,1,10,1,1.0
Case201_10,1,10,1,1.0
Case206_10,1,10,1,1.0
Case207_10,1,10,1,1.0
Case209_10,0,10,0,1.0
Case210_10,0,10,1,0.9999999996860538
Case215_10,0,10,0,1.0
Case21_10,1,10,1,1.0
Case225_10,1,10,1,1.0
Case229_10,0,10,0,1.0
Case235_10,1,10,1,1.0
Case239_10,0,10,0,1.0
Case240_10,1,10,1,1.0
Case245_10,1,10,1,1.0
Case248_10,1,10,1,1.0
Case250_10,0,10,0,1.0
Case264_10,1,10,1,1.0
Case266_10,1,10,1,1.0
Case269_10,0,10,0,1.0
Case274_10,0,10,0,1.0
Case277_10,1,10,0,1.0
Case27_10,0,10,0,1.0
Case37_10,1,10,1,1.0
Case39_10,0,10,0,1.0
Case3_10,0,10,0,1.0
Case40_10,0,10,0,1.0
Case55_10,1,10,1,1.0
Case60_10,0,10,0,1.0
Case67_10,0,10,0,1.0
Case72_10,0,10,0,1.0
Case73_10,1,10,1,1.0
Case78_10,1,10,1,1.0
Case83_10,0,10,1,1.0
Case84_10,0,10,0,1.0
Case89_10,0,10,0,1.0
Case90_10,0,10,0,1.0
Case91_10,1,10,1,1.0
