Actual;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
0;0;0.954034017;1;1;1;0.129490022;0.985086154;0.985086154
1;0;0.812565807;1;1;1;0.220855424;0.989528887;0.989528887
0;0;0.937377827;1;1;1;0.404845753;0.992877359;0.992877359
1;0;0.822327198;1;1;1;0.537777778;0.984992435;0.984992435
0;0;0.788039603;1;1;1;0.481524927;0.991386865;0.991386865
0;0;0.965840335;1;1;1;0.370612443;0.980450244;0.980450244
0;0;0.999258966;1;1;1;0.388212802;0.990601468;0.990601468
0;0;0.964723115;1;1;1;0.320859321;0.99328236;0.99328236
0;0;0.994364983;1;1;1;0.488174583;0.994083975;0.994083975
0;0;0.99206091;1;1;1;0.38029661;0.658997738;0.658997738
0;0;0.864349921;1;1;1;0.430165372;0.991768516;0.991768516
0;0;0.883731495;1;1;1;0.575163399;0.98809673;0.98809673
0;0;0.697380964;1;1;1;-0.03287758;0.989683373;0.989683373
1;0;0.552760844;1;1;1;0.147252747;0.986514719;0.986514719
0;0;0.929510638;1;1;1;0.400433083;0.992062228;0.992062228
0;0;0.694291758;1;1;1;0.500512295;0.98447681;0.98447681
0;0;0.938611105;1;1;1;0.585013441;0.984688035;0.984688035
0;0;0.989543924;1;1;1;0.388212802;0.985791139;0.985791139
0;0;0.94681122;1;1;1;0.214140633;0.990050576;0.990050576
0;0;0.97915528;1;1;1;0.433551198;0.992284894;0.992284894
1;0;0.893544382;1;1;1;0.653065524;0.991806292;0.991806292
0;0;0.96857412;1;1;1;0.510649644;0.97908207;0.97908207
0;0;0.927434135;1;1;1;0.317226891;0.986467082;0.986467082
0;0;0.9990982;1;1;1;0.628571429;0.984437721;0.984437721
0;0;0.996972528;1;1;1;0.536963359;0.992928307;0.992928307
0;0;0.985343669;1;1;1;0.356701031;0.789965711;0.789965711
0;0;0.748968686;1;1;1;0.095856229;0.986753733;0.986753733
0;0;0.915612906;1;1;1;0.426048565;0.9869472;0.9869472
0;0;0.807207739;1;1;1;0.505631125;0.989099942;0.989099942
0;0;0.894097003;1;1;1;0.510144928;0.991994942;0.991994942
0;0;0.995520509;1;1;1;0.19395352;0.993332255;0.993332255
0;0;0.77754118;1;1;1;0.456551535;0.991740136;0.991740136
0;0;0.896373989;1;1;1;0.454;0.967086818;0.967086818
0;0;0.942472425;1;1;1;0.528628801;0.988196421;0.988196421
0;0;0.857393514;1;1;1;0.433312693;0.987497994;0.987497994
1;0;0.854813618;1;1;1;0.552225954;0.991181965;0.991181965
0;0;0.878664405;1;1;1;0.314684854;0.994630187;0.994630187
0;0;0.894873533;1;1;1;0.250905877;0.989215676;0.989215676
0;0;0.960801432;1;1;1;0.61147639;0.988756639;0.988756639
0;0;0.925910752;1;1;1;0.239928303;0.986607719;0.986607719
0;0;0.812275304;1;1;1;0.478026287;0.990867277;0.990867277
1;0;0.727158585;1;1;1;0.632768362;0.990883761;0.990883761
0;0;0.67392489;1;1;1;0.106443517;0.993707354;0.993707354
0;0;0.958733059;1;1;1;0.510845507;0.965774599;0.965774599
1;0;0.847568263;1;1;1;0.261847565;0.966104815;0.966104815
0;0;0.973021765;1;1;1;0.339878131;0.986785102;0.986785102
0;0;0.905177381;1;1;1;0.123449914;0.991455822;0.991455822
0;0;0.943240092;1;1;1;0.48196852;0.989049765;0.989049765
0;0;0.976275886;1;1;1;0.528580971;0.993805104;0.993805104
