Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204469_7,0,7,1,0.5323590271531966
204640_7,0,7,0,0.539785232844828
204703_7,1,7,0,0.5706016492617831
204766_7,1,7,1,0.5599299459128501
204850_7,0,7,0,0.5088656009060203
205002_7,1,7,0,0.5968797040095852
205005_7,1,7,1,0.5396505429992013
205026_7,0,7,1,0.5325274404021404
205205_7,0,7,1,0.5289510524761758
205517_7,0,7,0,0.6092873503444559
205724_7,0,7,0,0.5694047862996354
205782_7,1,7,0,0.5495414751281097
206059_7,0,7,1,0.5253767685195271
206249_7,0,7,1,0.6352101016279089
206279_7,1,7,1,0.579851265161899
206423_7,0,7,1,0.5802877615841028
206477_7,0,7,1,0.5787705427396422
206633_7,1,7,0,0.52242769970467
206700_7,0,7,1,0.5205736532103757
206763_7,0,7,1,0.5162581062871395
206958_7,1,7,0,0.5745533927784818
207461_7,1,7,1,0.5413284889760901
207966_7,0,7,0,0.537879772724104
208094_7,0,7,1,0.567732820197971
208148_7,0,7,1,0.5565673637002329
208184_7,1,7,1,0.5782478349084293
208337_7,1,7,0,0.589066235749844
208817_7,0,7,0,0.6076598472791097
208898_7,1,7,1,0.5483279905646892
209000_7,1,7,0,0.6423787930697553
209084_7,1,7,0,0.5930168523248064
209260_7,1,7,1,0.517264717776696
209502_7,1,7,1,0.502569871089552
209781_7,0,7,0,0.6403686001008542
209814_7,1,7,0,0.6373598601999537
209939_7,0,7,1,0.5372272609813102
210107_7,0,7,1,0.5140301203523878
210149_7,1,7,0,0.5903033239722579
210566_7,1,7,1,0.5916308387618006
211059_7,0,7,0,0.6025350384019987
211212_7,1,7,0,0.6033887722564918
211441_7,0,7,0,0.5014663907811251
211588_7,1,7,0,0.5699882982877873
212052_7,1,7,1,0.5620124176382167
212289_7,1,7,1,0.589600206578197
212346_7,0,7,1,0.5284871404302902
212626_7,1,7,0,0.5194107415901086
212785_7,0,7,0,0.5433529065174317
213432_7,1,7,0,0.5748664927257423
213711_7,0,7,0,0.6056408472395842
