Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204730_20,0,20,1,0.5502442262938093
204829_20,0,20,0,0.5137799128203745
204906_20,0,20,1,0.5452497507772273
205002_20,1,20,0,0.6273570197959079
205131_20,1,20,1,0.572422971143224
205256_20,0,20,0,0.6081195939243875
205274_20,0,20,0,0.6848441241148379
205679_20,1,20,0,0.5942430567380712
205721_20,1,20,0,0.5265380379105176
205794_20,0,20,0,0.5803834422500772
206165_20,0,20,0,0.5729349202138152
206483_20,1,20,1,0.9999420140769519
206504_20,0,20,0,0.5293770716211974
206549_20,0,20,0,0.9999797291755392
206597_20,0,20,0,0.5504897204962902
206642_20,0,20,0,0.7367345250085966
206754_20,0,20,0,0.6028760858114633
206763_20,0,20,1,0.5649498488096371
206811_20,1,20,0,0.557419906745372
206883_20,1,20,1,0.5451244096671334
207050_20,1,20,0,0.529812737249753
207215_20,1,20,1,0.5950503079772685
207377_20,1,20,0,0.6177342811932315
207759_20,0,20,1,0.5326495972246644
208034_20,0,20,0,0.9999743321904359
208349_20,1,20,0,0.5516660354372847
208508_20,0,20,0,0.5173003269845518
208961_20,0,20,0,0.6099762541919072
209206_20,1,20,1,0.9951917158535292
209278_20,0,20,1,0.5386340063213685
209511_20,0,20,0,0.5458124441877786
209901_20,1,20,0,0.5534677025393318
210158_20,0,20,0,0.5752626008576778
210197_20,1,20,0,0.5424658311089088
210401_20,1,20,1,0.5871714546724145
210422_20,0,20,0,0.5018563879234724
210857_20,0,20,0,0.5436691300581233
211044_20,1,20,1,0.6152823195376625
211402_20,1,20,0,0.6422930949366077
211670_20,1,20,1,0.6449524009387535
211850_20,1,20,1,0.622438025226556
211898_20,1,20,0,0.5553853552399879
212398_20,1,20,0,0.5405967769925035
212425_20,1,20,1,0.5772974345799775
212428_20,0,20,0,0.9996966723081692
212557_20,0,20,1,0.5750141093159312
212674_20,1,20,0,0.5046305500830651
212698_20,0,20,1,0.5416923443143393
213513_20,1,20,1,0.6062971938162928
214010_20,1,20,0,0.5328139752462764
