Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204607_4,1,4,0,0.9996587093357668
204667_4,1,4,0,0.999995756144865
205059_4,1,4,0,0.9997493515162394
205202_4,1,4,0,0.9997731201636318
205217_4,1,4,1,0.9836200113076423
205220_4,1,4,0,0.9997567398533815
205388_4,0,4,0,0.9997646697073034
205864_4,0,4,0,0.9998598329607927
205978_4,1,4,0,0.9996531981165825
206105_4,0,4,0,0.9997505001314909
206201_4,0,4,0,1.0
206219_4,0,4,0,0.9997215256722941
206258_4,1,4,0,0.9999584671890435
206348_4,0,4,0,0.9996424487570911
206597_4,0,4,0,0.9995434207873771
206627_4,1,4,0,0.9556957396548625
207014_4,1,4,0,0.9997546952288782
207119_4,0,4,0,0.9997280625053072
207593_4,0,4,0,0.9997399696255344
207726_4,0,4,0,0.999650556326775
207759_4,0,4,0,0.9997115429208105
208127_4,1,4,0,0.9996388591247088
208379_4,0,4,0,0.9996410959425979
208397_4,0,4,1,1.0
208556_4,1,4,0,1.0
208766_4,0,4,0,0.9997962496283817
208772_4,0,4,0,0.9999168560513866
208805_4,0,4,0,1.0
209009_4,0,4,1,1.0
209404_4,0,4,0,0.9997276687333757
209592_4,1,4,0,0.9997441984867801
209733_4,1,4,0,0.9997177415073887
210158_4,0,4,0,0.9998730615809281
210329_4,1,4,0,0.9997374266788258
210416_4,0,4,0,0.9996737709007254
210467_4,1,4,0,0.9997532802499394
210563_4,0,4,0,0.9977237065989327
210638_4,0,4,0,0.9996869639081101
211095_4,1,4,0,0.9997564663920833
211652_4,1,4,0,1.0
212184_4,0,4,0,0.9999999999999432
212274_4,1,4,0,0.9997332678709592
212917_4,1,4,0,0.9996680986306804
212983_4,0,4,0,0.999611279009902
213001_4,1,4,0,0.9996131319975664
213076_4,0,4,0,0.9996633651086086
213126_4,1,4,0,0.9998318215872731
213234_4,1,4,0,1.0
214058_4,1,4,0,1.0
214268_4,1,4,0,0.9997199295482557
