Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability
916.0;0.0;1.0;1.0;0.5119661598777093;1.0;1.0;1.0;0.5670588235294117;0.9033206972646218;0.9033206972646218
925.0;1.0;1.0;1.0;0.992119926598268;1.0;1.0;1.0;0.5609752516316597;0.9089375842514039;0.9089375842514039
1032.0;1.0;1.0;1.0;0.9955881911325662;1.0;1.0;1.0;0.5785942217043589;0.9124804287797553;0.9124804287797553
1096.0;0.0;1.0;1.0;0.9524557077461198;1.0;1.0;1.0;0.5546117790371272;0.9012296231021893;0.9012296231021893
1108.0;0.0;1.0;1.0;0.8692198889797513;1.0;1.0;1.0;0.5563057632023147;0.7932188171498751;0.7932188171498751
1115.0;1.0;1.0;0.0;0.6900116050103822;1.0;1.0;1.0;0.5687768440709617;0.916742179817649;0.916742179817649
1117.0;1.0;1.0;1.0;0.7211645446128909;1.0;1.0;1.0;0.5639078051335777;0.9027662217549101;0.9027662217549101
1141.0;0.0;1.0;0.0;0.7070261251666609;1.0;1.0;1.0;0.5558461503371828;0.9088708975396804;0.9088708975396804
1017_2;1.0;2.0;1.0;0.9999997634471592;1.0;1.0;1.0;0.2865381730831341;0.5827920796573431;0.5827920796573431
1023_2;0.0;2.0;0.0;0.9843522053551969;1.0;1.0;1.0;0.29168952201394216;0.34056388596442666;0.34056388596442666
1026_2;1.0;2.0;1.0;0.9999999889284408;1.0;1.0;1.0;0.2916209854598609;-0.5747655211993756;-0.5747655211993756
1039_2;0.0;2.0;1.0;0.999920752906428;1.0;1.0;1.0;0.28504969836440697;-1.0562659411793702;-1.0562659411793702
1088_2;0.0;2.0;1.0;0.995923426599818;1.0;1.0;1.0;0.28126468073448874;0.4262954574890446;0.4262954574890446
1102_2;0.0;2.0;1.0;0.9999943212699354;1.0;1.0;1.0;0.27995201350426013;0.07141979437192825;0.07141979437192825
985_2;1.0;2.0;1.0;0.9999929307507204;1.0;1.0;1.0;0.28161307274948155;0.5497408091997142;0.5497408091997142
989_2;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.28565179980685196;0.3600948535019266;0.3600948535019266
1042_3;1.0;3.0;1.0;0.9421335782187472;1.0;1.0;1.0;0.24046206615404064;0.6107729134726199;0.6107729134726199
1061_3;0.0;3.0;0.0;0.8507533331018349;1.0;1.0;1.0;0.2288755901761249;0.5533298375298333;0.5533298375298333
1102_3;0.0;3.0;1.0;0.9979520498444744;1.0;1.0;1.0;0.24100607195142432;0.079387742495869;0.079387742495869
1122_3;1.0;3.0;0.0;0.9981720841865868;1.0;1.0;1.0;0.2523537894511684;0.43401522528957015;0.43401522528957015
1136_3;0.0;3.0;0.0;0.701719986702255;1.0;1.0;1.0;0.24414087988988453;0.5185106433142945;0.5185106433142945
937_3;0.0;3.0;1.0;0.8288393475803572;1.0;1.0;1.0;0.2495712219457925;-2.5064641971977477;-2.5064641971977477
977_3;1.0;3.0;1.0;0.9999421730188108;1.0;1.0;1.0;0.24873895602752383;0.583351260971543;0.583351260971543
978_3;1.0;3.0;1.0;0.9998894085789519;1.0;1.0;1.0;0.2503591217514064;0.66884208089443;0.66884208089443
1022_4;0.0;4.0;1.0;0.8486496360163384;1.0;1.0;1.0;0.19875600292762063;0.5540941401056104;0.5540941401056104
1053_4;0.0;4.0;0.0;0.9968988313143892;1.0;1.0;1.0;0.19178459477774323;-1.5473211798896465;-1.5473211798896465
1091_4;1.0;4.0;1.0;0.9999975081812364;1.0;1.0;1.0;0.21237987325966112;0.34099473357183785;0.34099473357183785
1104_4;1.0;4.0;1.0;0.9999938470576508;1.0;1.0;1.0;0.21909648187633235;0.07670672312045734;0.07670672312045734
1136_4;0.0;4.0;0.0;0.9378682114306164;1.0;1.0;1.0;0.20520885158778512;-0.2085933491695442;-0.2085933491695442
959_4;1.0;4.0;1.0;0.9999779099843844;1.0;1.0;1.0;0.20107272447198155;0.3319416092710661;0.3319416092710661
973_4;0.0;4.0;0.0;0.9999910931281758;1.0;1.0;1.0;0.17425700755973839;-0.019598497561784;-0.019598497561784
998_4;1.0;4.0;1.0;0.9999999452482471;1.0;1.0;1.0;0.2060137392358814;0.0673850084144092;0.0673850084144092
1042_5;1.0;5.0;1.0;0.9010010208069013;1.0;1.0;1.0;0.3077280304514841;0.6951013843430471;0.6951013843430471
1070_5;0.0;5.0;0.0;0.7590264920449967;1.0;1.0;1.0;0.2936794764815106;0.5906009239694732;0.5906009239694732
1081_5;1.0;5.0;0.0;0.9445981009713535;1.0;1.0;1.0;0.3190135530972136;0.7086969637228004;0.7086969637228004
1090_5;1.0;5.0;1.0;0.9979987578762868;1.0;1.0;1.0;0.31284733363867134;0.6468533699277581;0.6468533699277581
1095_5;0.0;5.0;1.0;0.9882673266044256;1.0;1.0;1.0;0.28971283478905097;0.7169707020432763;0.7169707020432763
1096_5;0.0;5.0;1.0;0.9977729356273052;1.0;1.0;1.0;0.2888644184952057;0.7772392400836912;0.7772392400836912
1105_5;0.0;5.0;0.0;0.5391518256249913;1.0;1.0;1.0;0.28058556088807873;0.6322452794010116;0.6322452794010116
1127_5;1.0;5.0;1.0;0.9973032605844078;1.0;1.0;1.0;0.3276034141182429;0.5265483068641391;0.5265483068641391
1062_6;1.0;6.0;1.0;0.7884339903575581;1.0;1.0;1.0;0.40806436210847963;0.7271391799185056;0.7271391799185056
1094_6;1.0;6.0;1.0;0.9832726542150528;1.0;1.0;1.0;0.4441448296751601;0.8201236215963603;0.8201236215963603
1099_6;0.0;6.0;1.0;0.9794597092882166;1.0;1.0;1.0;0.39275568181818166;0.7800726142724069;0.7800726142724069
1135_6;0.0;6.0;0.0;0.8223413314566344;1.0;1.0;1.0;0.3940646220623617;0.7921948481580781;0.7921948481580781
921_6;0.0;6.0;1.0;0.9312779544963421;1.0;1.0;1.0;0.41997136911417077;0.6096213539222094;0.6096213539222094
955_6;1.0;6.0;1.0;0.7344628522638196;1.0;1.0;1.0;0.4266132671480145;0.4015151903391715;0.4015151903391715
977_6;1.0;6.0;1.0;0.9649909394475072;1.0;1.0;1.0;0.45803419789111066;-17.8938112503224;-17.8938112503224
979_6;0.0;6.0;0.0;0.6822034895014595;1.0;1.0;1.0;0.4270628740439494;0.6064550561573869;0.6064550561573869
1030_7;1.0;7.0;1.0;0.9888112576206922;1.0;1.0;1.0;0.3472817803445628;0.6604206667851042;0.6604206667851042
1058_7;1.0;7.0;1.0;0.9959675781016312;1.0;1.0;1.0;0.2817920371705519;0.7295591242826538;0.7295591242826538
1096_7;0.0;7.0;1.0;0.9967773409725093;1.0;1.0;1.0;0.27028045329932116;0.016570325825061127;0.016570325825061127
1108_7;0.0;7.0;1.0;0.9959608244177482;1.0;1.0;1.0;0.27667508874011704;0.7121238474395634;0.7121238474395634
1118_7;0.0;7.0;0.0;0.9053547324059372;1.0;1.0;1.0;0.27070111428792965;0.7048948524398371;0.7048948524398371
947_7;0.0;7.0;1.0;0.7114376082822365;1.0;1.0;1.0;0.2690374633964506;0.6058392740811527;0.6058392740811527
963_7;1.0;7.0;0.0;0.9212633376769236;1.0;1.0;1.0;0.27049094147049213;0.6212975007578885;0.6212975007578885
987_7;1.0;7.0;1.0;0.9949483378788464;1.0;1.0;1.0;0.3029038877869501;0.7758558397963645;0.7758558397963645
1017_8;1.0;8.0;1.0;0.9995023146389596;1.0;1.0;1.0;0.14014981422534656;0.3095286374484745;0.3095286374484745
1078_8;0.0;8.0;0.0;0.9996925184610976;1.0;1.0;1.0;0.11939619520264688;0.45799006845196555;0.45799006845196555
1098_8;0.0;8.0;0.0;0.9894653570206996;1.0;1.0;1.0;0.13999211965581493;0.6566677567149242;0.6566677567149242
1139_8;1.0;8.0;1.0;0.9999999528648622;1.0;1.0;1.0;0.21506175353776402;0.6135102684560596;0.6135102684560596
1141_8;0.0;8.0;0.0;0.7384232307544689;1.0;1.0;1.0;0.13785555558917917;0.5439769004120356;0.5439769004120356
916_8;0.0;8.0;0.0;0.990268902023578;1.0;1.0;1.0;0.13757204049278515;0.39097268177076205;0.39097268177076205
949_8;1.0;8.0;1.0;0.9999967636530775;1.0;1.0;1.0;0.17591034617189916;0.5857492365722453;0.5857492365722453
964_8;1.0;8.0;1.0;0.999993344633718;1.0;1.0;1.0;0.2126205811039935;-1.6963951882697423;-1.6963951882697423
1008_9;1.0;9.0;0.0;0.9999968792255564;1.0;1.0;1.0;0.14777068556321138;0.2748692050731746;0.2748692050731746
1011_9;0.0;9.0;0.0;0.9965240444190868;1.0;1.0;1.0;0.14006106195369716;-1.9129415496787763;-1.9129415496787763
1017_9;1.0;9.0;1.0;0.9999732974129258;1.0;1.0;1.0;0.14709053556170515;-3.307691583934151;-3.307691583934151
1025_9;0.0;9.0;0.0;0.9987077278154772;1.0;1.0;1.0;0.14718813016285703;0.2909049867089605;0.2909049867089605
1061_9;0.0;9.0;0.0;0.9975319586437152;1.0;1.0;1.0;0.14869047592092344;0.43629329242144455;0.43629329242144455
1139_9;1.0;9.0;1.0;0.9999996213460496;1.0;1.0;1.0;0.16419577429066334;0.5806804660205411;0.5806804660205411
919_9;0.0;9.0;0.0;0.9992655426125736;1.0;1.0;1.0;0.13318119866775147;0.3667947746165263;0.3667947746165263
986_9;1.0;9.0;1.0;0.9999960530040952;1.0;1.0;1.0;0.1464129273504272;0.5449407768702131;0.5449407768702131
1017_10;1.0;10.0;1.0;0.999999998884984;1.0;1.0;1.0;0.13555225698409057;-2.6264880995349213;-2.6264880995349213
1035_10;1.0;10.0;0.0;0.9728890456568496;1.0;1.0;1.0;0.12230105209302822;0.25909256019218907;0.25909256019218907
1038_10;0.0;10.0;1.0;0.9963484533349732;1.0;1.0;1.0;0.13052216522471471;-0.12131431144051219;-0.12131431144051219
1048_10;0.0;10.0;0.0;0.9999976690397172;1.0;1.0;1.0;0.1022357108021914;0.44907877223632653;0.44907877223632653
1127_10;1.0;10.0;1.0;0.9999999997598046;1.0;1.0;1.0;0.14153028974437032;0.3896561441912101;0.3896561441912101
932_10;0.0;10.0;0.0;0.8673888878507723;1.0;1.0;1.0;0.13089006316595064;0.46228591202203206;0.46228591202203206
935_10;0.0;10.0;0.0;0.999898057634494;1.0;1.0;1.0;0.11401475563375751;0.22540549127146714;0.22540549127146714
969_10;1.0;10.0;1.0;0.9999776358914994;1.0;1.0;1.0;0.12062994722955123;0.45440201574774464;0.45440201574774464
1011_11;0.0;11.0;0.0;0.9970261369822684;1.0;1.0;1.0;0.132899708831276;0.16233659133083111;0.16233659133083111
1038_11;0.0;11.0;0.0;0.6761470388658031;1.0;1.0;1.0;0.14668210516136182;0.4645401296974758;0.4645401296974758
1053_11;0.0;11.0;0.0;0.9999633810513038;1.0;1.0;1.0;0.14018680941163275;0.4880386514248297;0.4880386514248297
1060_11;1.0;11.0;1.0;0.9983222325439158;1.0;1.0;1.0;0.13466218515997264;0.4866164414735423;0.4866164414735423
1110_11;0.0;11.0;0.0;0.9999999949864274;1.0;1.0;1.0;0.12519108336732332;-0.4120813502893479;-0.4120813502893479
1117_11;1.0;11.0;1.0;0.9999998833012236;1.0;1.0;1.0;0.15525024096452678;0.5040030284782078;0.5040030284782078
1130_11;1.0;11.0;1.0;0.9999999999357976;1.0;1.0;1.0;0.16184424271380782;0.42166805074151925;0.42166805074151925
949_11;1.0;11.0;1.0;0.9999999999166722;1.0;1.0;1.0;0.15385645839784823;0.6141338170250201;0.6141338170250201
1078_12;0.0;12.0;0.0;0.9811073927484866;1.0;1.0;1.0;0.13242715926855575;0.21350369765352728;0.21350369765352728
1085_12;1.0;12.0;1.0;0.9965850826590767;1.0;1.0;1.0;0.13848403716952495;0.5754520073612688;0.5754520073612688
1099_12;0.0;12.0;1.0;0.9797845971539224;1.0;1.0;1.0;0.15019119898979505;0.31720080292253505;0.31720080292253505
1122_12;1.0;12.0;0.0;0.9999856525386508;1.0;1.0;1.0;0.1508670500617555;0.3742573393723905;0.3742573393723905
1137_12;1.0;12.0;1.0;0.999998318709351;1.0;1.0;1.0;0.1638902761208063;0.5756064725107;0.5756064725107
933_12;0.0;12.0;0.0;0.9961862671059648;1.0;1.0;1.0;0.140079468473163;-0.05469582276560758;-0.05469582276560758
959_12;1.0;12.0;1.0;0.9999830531261856;1.0;1.0;1.0;0.16759562091461544;0.47434040337559047;0.47434040337559047
988_12;0.0;12.0;0.0;0.9967067670660312;1.0;1.0;1.0;0.14609123472623553;0.18792517492106298;0.18792517492106298
1019_13;0.0;13.0;0.0;0.9953093614379552;1.0;1.0;1.0;0.12013984190469085;0.3664706376109942;0.3664706376109942
1027_13;0.0;13.0;0.0;0.992509834769812;1.0;1.0;1.0;0.11017423807351923;0.45309251737912626;0.45309251737912626
1034_13;0.0;13.0;0.0;0.9997260701871996;1.0;1.0;1.0;0.1109641496255338;0.1656998127942213;0.1656998127942213
1090_13;1.0;13.0;1.0;0.9999983138967112;1.0;1.0;1.0;0.13533527985431937;0.039053212581104946;0.039053212581104946
1121_13;1.0;13.0;1.0;0.9999995489984914;1.0;1.0;1.0;0.1486586011824781;0.5095834695905359;0.5095834695905359
912_13;1.0;13.0;1.0;0.9999999998806748;1.0;1.0;1.0;0.1617403507627524;0.3495235714298751;0.3495235714298751
926_13;1.0;13.0;1.0;0.9999999690657648;1.0;1.0;1.0;0.16741460324164492;0.45625717004149724;0.45625717004149724
933_13;0.0;13.0;0.0;0.994266780412198;1.0;1.0;1.0;0.11342502573326418;0.5087152841486815;0.5087152841486815
1049_14;1.0;14.0;1.0;0.9999997604590141;1.0;1.0;1.0;0.1389051434137707;0.6250151988174429;0.6250151988174429
1080_14;0.0;14.0;0.0;0.9751912025315644;1.0;1.0;1.0;0.12205201398577048;0.571838213778214;0.571838213778214
1093_14;1.0;14.0;1.0;0.9999994574104428;1.0;1.0;1.0;0.13543269647765055;0.22488692936656496;0.22488692936656496
1100_14;1.0;14.0;1.0;0.9999995526104098;1.0;1.0;1.0;0.14470868663573955;0.1008328602096048;0.1008328602096048
918_14;1.0;14.0;1.0;0.9999993213417776;1.0;1.0;1.0;0.1229789335045649;0.5562492482204671;0.5562492482204671
922_14;0.0;14.0;0.0;0.9223227498139214;1.0;1.0;1.0;0.13586454230874967;0.38537012932592607;0.38537012932592607
932_14;0.0;14.0;1.0;0.8441719757698283;1.0;1.0;1.0;0.12408081683721717;-0.020502613198055908;-0.020502613198055908
972_14;0.0;14.0;0.0;0.9982641941055403;1.0;1.0;1.0;0.13776250890067332;0.1413066006278424;0.1413066006278424
