Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case101_14,0,14,1,0.8617221506908571
Case127_14,1,14,1,0.9999998374516239
Case12_14,0,14,0,0.9985452968551164
Case178_14,0,14,0,0.998726159694644
Case17_14,1,14,1,0.9999982995723848
Case187_14,1,14,1,0.9994709774598803
Case188_14,1,14,1,0.9995885661051124
Case18_14,1,14,1,0.9991999547290259
Case192_14,0,14,0,0.9982518928353277
Case194_14,1,14,1,0.9993056427742298
Case195_14,0,14,0,0.9988791338941421
Case201_14,1,14,1,0.9996175887252307
Case210_14,0,14,0,0.9942431291070949
Case21_14,1,14,1,0.9985295459816556
Case223_14,0,14,0,0.996442034033217
Case225_14,1,14,1,0.9968961771154743
Case235_14,1,14,1,0.9999987234056112
Case240_14,1,14,1,0.9977647371911175
Case245_14,1,14,1,0.9988541381777801
Case249_14,1,14,1,0.999248014815809
Case250_14,0,14,0,0.999998994892492
Case251_14,0,14,0,0.9999999999901029
Case256_14,1,14,1,0.9996408504635067
Case259_14,1,14,1,0.9999959603459677
Case25_14,1,14,1,0.999221236847978
Case263_14,0,14,0,0.9995398722247636
Case265_14,0,14,0,0.9995769992105797
Case267_14,1,14,1,0.9999827771558959
Case269_14,0,14,0,0.998502585323732
Case273_14,0,14,0,0.999590378448151
Case27_14,0,14,0,0.9981169654639299
Case28_14,1,14,1,0.9999351503768868
Case34_14,0,14,0,0.9995585611255171
Case3_14,0,14,0,0.9974086704490719
Case61_14,1,14,1,0.9999138482459029
Case67_14,0,14,0,0.9929460689009597
Case83_14,0,14,1,0.6313737899181535
Case84_14,0,14,0,0.9999794711799718
Case90_14,0,14,0,0.9980671276561278
Case95_14,1,14,1,0.9984762937148703
