Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case102_7,1,7,1,0.9983701249185571
Case109_7,1,7,1,0.9999999999926634
Case119_7,0,7,1,0.9999999997350713
Case123_7,1,7,1,0.9999999999757787
Case124_7,0,7,0,0.9997517937247311
Case127_7,1,7,1,0.9987979940329277
Case129_7,0,7,0,0.9999955482956004
Case155_7,0,7,0,0.9999793134038122
Case174_7,1,7,1,0.7740511415118856
Case178_7,0,7,0,0.999295967452775
Case17_7,1,7,1,1.0
Case187_7,1,7,1,0.999871902211611
Case18_7,1,7,1,0.9999999677860304
Case192_7,0,7,0,0.999610204645605
Case194_7,1,7,1,0.999999999898076
Case206_7,1,7,1,0.9993664167592601
Case208_7,1,7,1,0.9999999999893259
Case209_7,0,7,0,0.9992599392378891
Case218_7,0,7,0,0.9998594604143014
Case219_7,1,7,1,0.9996740986683419
Case223_7,0,7,0,0.9952872313865513
Case225_7,1,7,1,0.9996428397734636
Case230_7,1,7,1,0.9985358510691742
Case236_7,0,7,0,0.9999975762258101
Case240_7,1,7,1,0.9998639936378422
Case244_7,1,7,1,0.9997552013141873
Case250_7,0,7,0,0.9999976870685662
Case252_7,0,7,0,0.9999999999988707
Case261_7,0,7,0,0.999924638855226
Case277_7,1,7,1,0.9999999812862953
Case27_7,0,7,0,0.9961563422266436
Case37_7,1,7,1,0.9974831086716793
Case39_7,0,7,0,0.9995312447005452
Case3_7,0,7,0,0.9992323948277787
Case43_7,0,7,0,0.9999983641922188
Case55_7,1,7,1,0.9998231577512977
Case56_7,0,7,0,0.9999999989648856
Case58_7,0,7,0,0.9988691760152456
Case59_7,1,7,0,0.9999999999983761
Case61_7,1,7,1,0.9995521459975061
Case63_7,1,7,1,0.9999999999999043
Case64_7,0,7,0,0.9871958591326918
Case67_7,0,7,0,0.9953979173766708
Case6_7,1,7,1,0.9999986501936736
Case75_7,1,7,1,0.9976022771876967
Case83_7,0,7,1,0.9999709167205985
Case84_7,0,7,0,0.9999999992876228
Case90_7,0,7,0,0.9991860908929858
Case93_7,1,7,1,0.9996334262271986
Case97_7,0,7,0,0.9999666802402276
