Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case108_2,1,2,1,0.9999992598907053
Case123_2,1,2,1,1.0
Case125_2,0,2,0,1.0
Case126_2,1,2,1,1.0
Case136_2,0,2,1,1.0
Case138_2,1,2,1,1.0
Case140_2,1,2,1,0.5402306627419348
Case145_2,0,2,0,1.0
Case155_2,0,2,0,1.0
Case177_2,1,2,1,1.0
Case178_2,0,2,0,1.0
Case17_2,1,2,1,1.0
Case194_2,1,2,1,1.0
Case196_2,1,2,1,1.0
Case198_2,1,2,1,1.0
Case208_2,1,2,1,1.0
Case20_2,1,2,1,1.0
Case219_2,1,2,1,1.0
Case223_2,0,2,0,0.9688411877684159
Case224_2,0,2,0,1.0
Case227_2,0,2,0,1.0
Case228_2,1,2,1,0.9878106763900659
Case236_2,0,2,0,1.0
Case237_2,1,2,1,1.0
Case23_2,1,2,1,1.0
Case24_2,1,2,1,1.0
Case254_2,0,2,0,1.0
Case266_2,1,2,1,0.9999943141899992
Case267_2,1,2,1,1.0
Case268_2,1,2,1,1.0
Case272_2,1,2,1,1.0
Case273_2,0,2,0,1.0
Case274_2,0,2,0,1.0
Case35_2,1,2,1,0.9807824613368401
Case40_2,0,2,0,1.0
Case44_2,1,2,1,1.0
Case46_2,0,2,0,0.9590528335960994
Case50_2,0,2,0,1.0
Case56_2,0,2,0,1.0
Case62_2,0,2,0,1.0
Case66_2,0,2,0,1.0
Case69_2,0,2,0,1.0
Case70_2,1,2,1,1.0
Case74_2,0,2,0,1.0
Case77_2,1,2,1,1.0
Case7_2,0,2,0,1.0
Case83_2,0,2,1,1.0
Case84_2,0,2,0,1.0
Case86_2,0,2,1,1.0
Case99_2,0,2,1,1.0
