Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case101_12,0,12,0,0.8295109318078284
Case10_12,1,12,1,0.99982094024689
Case115_12,1,12,1,0.9997828583393427
Case122_12,0,12,0,0.999755718935674
Case127_12,1,12,1,0.9998999467856328
Case135_12,1,12,1,0.999939448188479
Case155_12,0,12,0,0.9998244540926706
Case178_12,0,12,0,0.9999020800282298
Case17_12,1,12,1,0.9998930766763949
Case18_12,1,12,1,0.9999752368533481
Case192_12,0,12,0,0.9997279983402186
Case195_12,0,12,0,0.9998690497817255
Case19_12,1,12,1,0.9994121947843164
Case207_12,1,12,1,0.999911857688783
Case20_12,1,12,1,0.9997130190021529
Case210_12,0,12,0,0.9996627696047156
Case215_12,0,12,0,0.9999149854517076
Case21_12,1,12,1,0.9999892368963602
Case223_12,0,12,0,0.9992419998591816
Case225_12,1,12,1,0.9999071468982941
Case238_12,1,12,1,0.9999958655755316
Case240_12,1,12,1,0.9998122539928892
Case245_12,1,12,1,0.9998842279603242
Case248_12,1,12,1,0.9999085667794385
Case250_12,0,12,0,0.9999513915894903
Case251_12,0,12,0,0.9998618930174181
Case256_12,1,12,1,0.9999671095159754
Case257_12,1,12,1,0.9999792891289514
Case259_12,1,12,1,0.999908568249131
Case260_12,1,12,1,0.99979524467885
Case265_12,0,12,0,0.9998970246928648
Case267_12,1,12,1,0.9998149010831567
Case273_12,0,12,0,0.9998326881778262
Case274_12,0,12,0,0.9998505561750383
Case27_12,0,12,0,0.9994411883982143
Case34_12,0,12,0,0.9997398671639891
Case37_12,1,12,1,0.9996396185712277
Case39_12,0,12,0,0.9996132435141465
Case41_12,0,12,0,0.9997187678266977
Case60_12,0,12,1,0.7448393134401106
Case61_12,1,12,1,0.9997585974402085
Case67_12,0,12,0,0.9995962254520145
Case6_12,1,12,1,0.9997222337672477
Case75_12,1,12,1,0.9995051292444795
Case78_12,1,12,1,0.9998367666674314
Case83_12,0,12,1,0.9894645819198284
Case84_12,0,12,0,0.9997866154060254
Case89_12,0,12,0,0.9997312752131114
Case90_12,0,12,0,0.9997141590922288
Case9_12,0,12,0,0.9999246101265213
