Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204646_5,1,5,0,0.8296315
204679_5,0,5,1,0.9999993
204685_5,0,5,1,0.9999211
204718_5,1,5,0,0.97941285
205367_5,0,5,0,0.8734429
205385_5,1,5,1,0.6320907
205556_5,0,5,0,0.9879179
205649_5,0,5,0,0.9928275
205676_5,0,5,0,0.9972187
205876_5,0,5,1,0.9915399
205912_5,0,5,0,0.9996536
206270_5,1,5,0,0.9998867
206300_5,1,5,1,1.0
206441_5,0,5,0,0.99999857
206504_5,0,5,0,0.9992921
206528_5,0,5,1,0.69878435
206606_5,0,5,0,0.9999961
206624_5,1,5,1,0.77527684
206904_5,1,5,1,0.9791651
206925_5,0,5,1,0.99814034
207020_5,1,5,0,0.9998204
207029_5,1,5,1,0.73206663
207089_5,0,5,1,0.9756172
207248_5,1,5,0,0.7682328
207284_5,1,5,1,0.5086731
207440_5,1,5,0,0.99935496
207632_5,0,5,1,0.99233913
207711_5,0,5,1,0.9878934
207717_5,0,5,0,0.9976147
207831_5,0,5,1,0.9988028
207894_5,1,5,1,0.9714064
208049_5,0,5,1,0.9999466
208139_5,1,5,0,0.5971556
209006_5,0,5,1,0.93773955
209419_5,1,5,1,0.982447
209511_5,0,5,1,0.6553815
209652_5,0,5,0,0.99822676
209808_5,1,5,0,0.99921983
209823_5,1,5,0,0.9829638
210206_5,1,5,1,0.911044
210398_5,0,5,1,0.97914416
210566_5,1,5,1,0.99949825
210638_5,0,5,1,0.9992716
210659_5,1,5,0,0.94564164
211164_5,1,5,0,0.99760455
211317_5,0,5,0,0.85936546
212091_5,1,5,1,0.99997187
212265_5,1,5,0,0.9131217
212398_5,1,5,1,0.9800046
213432_5,1,5,1,0.9637562
