Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204730_16,0,16,0,0.936821
204742_16,1,16,1,0.7860584
204760_16,0,16,0,0.85338914
204850_16,0,16,0,0.9954166
204891_16,0,16,0,0.94559634
204987_16,1,16,1,0.941103
205002_16,1,16,0,0.6810181
205026_16,0,16,0,0.9965813
205104_16,0,16,0,0.9954851
205361_16,1,16,1,0.64608705
205649_16,0,16,1,0.85285753
205754_16,0,16,1,0.646348
205876_16,0,16,1,0.80935186
205897_16,0,16,0,0.99703145
205918_16,1,16,1,0.9223533
206198_16,1,16,0,0.7199615
206279_16,1,16,0,0.949902
206513_16,1,16,1,0.5590097
206576_16,0,16,0,0.96797657
207392_16,1,16,0,0.9743389
207488_16,0,16,0,0.99993175
207717_16,0,16,0,0.9780276
207741_16,0,16,0,0.9980841
208052_16,1,16,1,0.894675
208181_16,1,16,1,0.958525
208289_16,0,16,1,0.706899
208358_16,0,16,0,0.97534186
208457_16,1,16,0,0.87461793
208508_16,0,16,0,0.99881655
208778_16,1,16,1,0.53429556
208871_16,0,16,1,0.9612001
208997_16,1,16,1,0.8702413
209721_16,1,16,0,0.9945211
209742_16,1,16,1,0.9655046
210038_16,1,16,0,0.9912624
210158_16,0,16,0,0.9842531
210185_16,0,16,0,0.91983086
210365_16,1,16,1,0.860462
210794_16,1,16,1,0.69906944
211095_16,1,16,0,0.9716119
211360_16,0,16,1,0.70187455
211402_16,1,16,1,0.99338937
212009_16,0,16,0,0.95563585
212196_16,1,16,0,0.60521406
212593_16,1,16,0,0.76196814
212845_16,0,16,0,0.95500785
213705_16,0,16,0,0.9975229
213726_16,0,16,0,0.9914613
213906_16,1,16,0,0.99729353
214139_16,1,16,1,0.7603332
