Case ID,Actual,Prefix Length,Prediction,Prediction Probability
204553_8,0,8,1,0.9923494
204751_8,1,8,0,0.88589966
204897_8,0,8,1,0.99800783
204963_8,1,8,0,0.962179
205343_8,0,8,0,0.89939994
205370_8,0,8,0,0.9998508
205379_8,0,8,0,0.9605161
205745_8,1,8,0,0.86759436
205779_8,1,8,1,0.99651515
206099_8,0,8,0,0.7730111
206147_8,0,8,1,0.9895962
206150_8,0,8,1,0.9016936
206201_8,0,8,0,0.9976955
206339_8,1,8,1,0.6076225
206438_8,1,8,0,0.97189677
206483_8,1,8,0,0.5971043
206624_8,1,8,0,0.94810414
207020_8,1,8,0,0.99971175
207029_8,1,8,0,0.9900914
207050_8,1,8,0,0.8618947
207053_8,1,8,0,0.9744138
207242_8,0,8,0,0.99957657
207359_8,0,8,0,0.6281189
207380_8,0,8,0,0.5750203
207572_8,0,8,0,0.83656377
208052_8,1,8,0,0.99147695
208289_8,0,8,0,0.52068865
208451_8,1,8,1,0.9677748
208598_8,0,8,0,0.9989838
209009_8,0,8,0,0.91033673
209105_8,1,8,0,0.89086723
209374_8,1,8,0,0.99771297
209511_8,0,8,0,0.99347085
209559_8,0,8,0,0.9774308
209592_8,1,8,1,0.99324155
209939_8,0,8,1,0.95597327
210086_8,0,8,0,0.99633384
210119_8,1,8,0,0.9985063
210182_8,0,8,1,0.9762725
210251_8,1,8,0,0.9996723
210521_8,0,8,0,0.7990375
210572_8,0,8,1,0.7769462
210689_8,1,8,1,0.9901626
211083_8,1,8,0,0.73118937
211227_8,0,8,0,0.99961734
211417_8,1,8,0,0.9990716
211606_8,1,8,1,0.89858335
212265_8,1,8,1,0.88632405
212512_8,0,8,1,0.65045166
213693_8,1,8,0,0.9218027
