Case ID;Actual;Prefix Length;Prediction;Prediction Probability;SHAP Subset Stability;SHAP Weight Stability;SHAP Adjusted Weight Stability;LIME Subset Stability;LIME Weight Stability;LIME Adjusted Weight Stability;ACV Subset Stability;ACV Weight Stability;ACV Adjusted Weight Stability;LINDA Subset Stability;LINDA Weight Stability;LINDA Adjusted Weight Stability
Case102_13;1;13;0;1.0;0.16059870550161792;0.10677707175681384;0.10677707175681384;0.9667472389524712;0.926075386012196;0.926075386012196;;1.0;1.0;1.0;1.0;1.0
Case103_6;1;6;0;0.9999999999989201;0.5975757575757576;-0.35069040814468155;-0.35069040814468155;0.1909122604791488;0.9405388564848932;0.9405388564848932;;1.0;1.0;1.0;1.0;1.0
Case104_3;0;3;0;0.9999999986089281;0.4237111612567261;0.4045215549271269;0.4045215549271269;0.8952020202020202;0.9464124478891168;0.9464124478891168;;1.0;1.0;1.0;1.0;1.0
Case109_2;1;2;1;1.0;0.8321197411003236;0.8196426009232377;0.8196426009232377;1.0;0.9380996493696042;0.9380996493696042;;1.0;1.0;;1.0;1.0
Case111_12;1;12;0;1.0;0.24453883495145626;0.08766820559619637;0.08766820559619637;0.18339236521054747;0.9084240968382656;0.9084240968382656;;1.0;1.0;1.0;1.0;1.0
Case113_3;0;3;0;0.9999999999998864;0.639819475785454;0.7146599479638411;0.7146599479638411;0.9667472389524712;0.9447489503118496;0.9447489503118496;;1.0;1.0;1.0;0.9999999999999999;0.9999999999999999
Case118_2;1;2;0;0.9999999999999432;0.0635306370421801;0.3552449478057752;0.3552449478057752;0.7804763054702683;0.9035310932149464;0.9035310932149464;;1.0;1.0;1.0;1.0;1.0
Case119_9;0;9;1;1.0;0.16059870550161814;0.1098145780074674;0.1098145780074674;0.9405165224642968;0.9027156983437458;0.9027156983437458;;1.0;1.0;1.0;1.0;1.0
Case12;0;1;0;1.0;0.2957575757575759;0.4228025687687085;0.4228025687687085;0.017428636249934737;0.9279769882183456;0.9279769882183456;;1.0;1.0;1.0;1.0;1.0
Case122_12;0;12;0;1.0;0.0635306370421801;0.5130910276924988;0.5130910276924988;0.7475920335290671;0.7052915502369641;0.7052915502369641;;1.0;1.0;1.0;1.0;1.0
Case123_4;1;4;1;0.9988565459106052;0.16059870550161814;0.25828218309064377;0.25828218309064377;0.19309047615693;0.91964448649176;0.91964448649176;1.0;1.0;1.0;1.0;1.0;1.0
Case127;1;1;0;0.9999999999999432;0.2957575757575759;0.4271770809894938;0.4271770809894938;0.7724572786256054;0.9114536420376488;0.9114536420376488;;1.0;1.0;1.0;1.0;1.0
Case127_14;1;14;0;0.6143562910272523;0.3260251725537961;-0.13061821224232095;-0.13061821224232095;0.2490696243333532;0.9533083163341616;0.9533083163341616;;1.0;1.0;1.0;0.9999999999999999;0.9999999999999999
Case12_11;0;11;0;1.0;0.3689172749391725;-0.08334334189181836;-0.08334334189181836;0.012512820512820766;0.9682277400398271;0.9682277400398271;;1.0;1.0;1.0;1.0;1.0
Case12_2;0;2;0;1.0;0.4237111612567261;0.2167662465469966;0.2167662465469966;0.224304641950813;0.930918733320852;0.930918733320852;;1.0;1.0;1.0;1.0;1.0
