Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case102_5,1,5,1,0.9934127
Case106_5,0,5,0,0.99981964
Case109_5,1,5,1,0.94228303
Case111_5,1,5,1,0.9788842
Case115_5,1,5,1,0.9800618
Case116_5,1,5,1,0.9869315
Case123_5,1,5,1,0.99736387
Case124_5,0,5,0,0.930413
Case125_5,0,5,1,0.6648292
Case138_5,1,5,1,0.9698706
Case13_5,0,5,0,0.9800184
Case156_5,1,5,1,0.9589087
Case17_5,1,5,1,0.9734677
Case185_5,0,5,0,0.99624383
Case187_5,1,5,1,0.9991622
Case188_5,1,5,1,0.9503251
Case190_5,0,5,0,0.9750802
Case203_5,0,5,0,0.9989568
Case20_5,1,5,1,0.99917597
Case219_5,1,5,1,0.9899638
Case21_5,1,5,1,0.98920035
Case223_5,0,5,0,0.98598146
Case22_5,1,5,1,0.96268547
Case235_5,1,5,1,0.9821377
Case252_5,0,5,0,0.9932677
Case254_5,0,5,0,0.98819155
Case256_5,1,5,1,0.9897204
Case261_5,0,5,0,0.96454024
Case263_5,0,5,0,0.9721443
Case264_5,1,5,1,0.99684334
Case273_5,0,5,0,0.9766848
Case274_5,0,5,0,0.9953206
Case277_5,1,5,1,0.99163544
Case32_5,1,5,1,0.99841166
Case34_5,0,5,0,0.95184785
Case3_5,0,5,0,0.99271864
Case43_5,0,5,0,0.96028924
Case44_5,1,5,1,0.99330115
Case46_5,0,5,0,0.99182075
Case50_5,0,5,0,0.99953425
Case56_5,0,5,0,0.9926875
Case65_5,0,5,1,0.98303396
Case71_5,0,5,0,0.6830549
Case73_5,1,5,1,0.9995826
Case77_5,1,5,1,0.963716
Case78_5,1,5,1,0.9888598
Case7_5,0,5,0,0.9930875
Case89_5,0,5,0,0.9504371
Case95_5,1,5,1,0.9997087
Case96_5,0,5,0,0.6700686
