Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case10,1,1,1,0.9387389
Case100,0,1,0,0.8828469
Case103,1,1,1,0.8981433
Case117,0,1,0,0.9699328
Case12,0,1,0,0.9198692
Case133,0,1,1,0.8445761
Case134,0,1,0,0.641979
Case141,0,1,1,0.8009094
Case142,0,1,0,0.8389573
Case145,0,1,0,0.96688944
Case146,0,1,0,0.968123
Case174,1,1,1,0.8859381
Case18,1,1,1,0.95601475
Case182,1,1,1,0.9855613
Case187,1,1,1,0.9230532
Case194,1,1,1,0.94570696
Case20,1,1,1,0.93644536
Case208,1,1,1,0.9526857
Case212,1,1,1,0.9812189
Case222,0,1,0,0.8564523
Case238,1,1,1,0.96442145
Case242,1,1,1,0.8952963
Case246,1,1,1,0.9182291
Case25,1,1,1,0.8905
Case254,0,1,0,0.9672402
Case258,1,1,1,0.89753354
Case260,1,1,1,0.97471774
Case261,0,1,0,0.8962288
Case262,1,1,1,0.9248696
Case263,0,1,0,0.97773236
Case27,0,1,0,0.9554808
Case29,1,1,1,0.97514015
Case30,0,1,0,0.82346624
Case36,0,1,0,0.85311335
Case4,0,1,1,0.78911364
Case42,1,1,1,0.8668679
Case45,1,1,0,0.6973008
Case5,0,1,0,0.8872573
Case6,1,1,1,0.8681393
Case61,1,1,1,0.9827328
Case67,0,1,0,0.72608685
Case70,1,1,1,0.97619176
Case71,0,1,0,0.9773705
Case76,0,1,0,0.94823575
Case78,1,1,1,0.97266996
Case84,0,1,0,0.85195017
Case87,1,1,1,0.98894835
Case89,0,1,0,0.88342834
Case97,0,1,0,0.9569807
Case98,0,1,1,0.58142495
