Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case102_7,1,7,1,0.9998683
Case10_7,1,7,1,0.99991655
Case115_7,1,7,1,0.99986565
Case116_7,1,7,1,0.99994755
Case11_7,1,7,1,0.99982053
Case124_7,0,7,0,0.9986482
Case129_7,0,7,0,0.99998957
Case155_7,0,7,0,0.99995464
Case174_7,1,7,1,0.9998809
Case185_7,0,7,0,0.99993616
Case18_7,1,7,1,0.9999858
Case199_7,1,7,1,0.9999442
Case201_7,1,7,1,0.99990344
Case203_7,0,7,0,0.99997324
Case207_7,1,7,1,0.9999896
Case208_7,1,7,1,0.99998343
Case209_7,0,7,0,0.99981695
Case210_7,0,7,0,0.9998118
Case211_7,0,7,0,0.99992317
Case215_7,0,7,0,0.9999864
Case218_7,0,7,0,0.9997852
Case235_7,1,7,1,0.99984753
Case239_7,0,7,0,0.99993366
Case244_7,1,7,1,0.9997999
Case245_7,1,7,1,0.99997294
Case249_7,1,7,1,0.99982244
Case251_7,0,7,0,0.99998313
Case252_7,0,7,0,0.99992716
Case256_7,1,7,1,0.99997234
Case259_7,1,7,1,0.9999988
Case25_7,1,7,1,0.9999441
Case264_7,1,7,1,0.9997303
Case266_7,1,7,1,0.9999635
Case267_7,1,7,1,0.9999629
Case269_7,0,7,0,0.99985784
Case277_7,1,7,1,0.999928
Case32_7,1,7,1,0.99992204
Case39_7,0,7,0,0.999916
Case3_7,0,7,0,0.9998776
Case41_7,0,7,0,0.9998786
Case47_7,0,7,0,0.99995613
Case52_7,0,7,0,0.99987394
Case56_7,0,7,0,0.99998575
Case58_7,0,7,0,0.9999187
Case63_7,1,7,1,0.9998839
Case64_7,0,7,0,0.9919444
Case75_7,1,7,1,0.99980384
Case84_7,0,7,0,0.99998343
Case86_7,0,7,1,0.9998945
Case89_7,0,7,0,0.9998324
