Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case106_6,0,6,0,0.94731075
Case116_6,1,6,1,0.9674736
Case122_6,0,6,0,0.9976783
Case123_6,1,6,0,0.5424999
Case124_6,0,6,0,0.9665369
Case129_6,0,6,0,0.9755519
Case135_6,1,6,1,0.99359953
Case177_6,1,6,1,0.92088443
Case179_6,1,6,1,0.98698294
Case17_6,1,6,1,0.84861666
Case188_6,1,6,0,0.50253963
Case195_6,0,6,0,0.99065775
Case203_6,0,6,0,0.9243667
Case209_6,0,6,0,0.7187726
Case218_6,0,6,0,0.5899662
Case219_6,1,6,1,0.90909314
Case223_6,0,6,0,0.9391296
Case229_6,0,6,0,0.99769574
Case235_6,1,6,1,0.91853106
Case236_6,0,6,0,0.9336736
Case248_6,1,6,1,0.98323107
Case250_6,0,6,0,0.93741107
Case252_6,0,6,0,0.9627089
Case258_6,1,6,1,0.9902602
Case259_6,1,6,1,0.98041487
Case261_6,0,6,0,0.95757663
Case264_6,1,6,1,0.96632975
Case269_6,0,6,0,0.74833715
Case274_6,0,6,0,0.96028936
Case29_6,1,6,1,0.97078514
Case33_6,1,6,1,0.6887227
Case37_6,1,6,1,0.96088505
Case41_6,0,6,0,0.9596186
Case44_6,1,6,1,0.98821557
Case55_6,1,6,1,0.67249256
Case58_6,0,6,0,0.9820748
Case59_6,1,6,0,0.99763995
Case60_6,0,6,0,0.95030177
Case62_6,0,6,0,0.91220796
Case63_6,1,6,1,0.8192444
Case65_6,0,6,0,0.97618073
Case67_6,0,6,0,0.8423646
Case72_6,0,6,0,0.8914417
Case75_6,1,6,1,0.912368
Case78_6,1,6,1,0.91916955
Case86_6,0,6,0,0.5033381
Case91_6,1,6,1,0.9277545
Case93_6,1,6,1,0.8299248
Case95_6,1,6,1,0.89907837
Case97_6,0,6,0,0.7798029
