Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case101_16,0,16,0,0.9980959
Case10_16,1,16,1,0.99999964
Case111_16,1,16,1,1.0
Case11_16,1,16,1,0.99999905
Case12_16,0,16,0,0.999998
Case178_16,0,16,0,0.99999976
Case17_16,1,16,1,0.9999825
Case187_16,1,16,1,0.99999964
Case188_16,1,16,1,0.9999999
Case192_16,0,16,0,0.99912757
Case201_16,1,16,1,0.9997106
Case207_16,1,16,1,0.9999995
Case210_16,0,16,0,0.9999614
Case223_16,0,16,0,0.9993586
Case235_16,1,16,1,1.0
Case249_16,1,16,1,0.9999993
Case259_16,1,16,1,0.9999994
Case263_16,0,16,0,0.999997
Case265_16,0,16,0,0.9999623
Case267_16,1,16,1,0.99996674
Case269_16,0,16,0,0.9999983
Case28_16,1,16,1,0.9999995
Case34_16,0,16,0,0.99999994
Case67_16,0,16,0,0.99998736
Case84_16,0,16,0,0.9999784
Case90_16,0,16,0,0.9996562
