Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case101_14,0,14,1,0.9991817
Case10_14,1,14,1,0.9992849
Case111_14,1,14,1,0.99798834
Case115_14,1,14,1,0.9811505
Case127_14,1,14,1,0.9999372
Case12_14,0,14,1,0.7768916
Case135_14,1,14,1,0.9764445
Case178_14,0,14,0,0.72892624
Case188_14,1,14,1,0.9407121
Case192_14,0,14,1,0.8229157
Case194_14,1,14,1,0.98224443
Case195_14,0,14,1,0.55942285
Case207_14,1,14,1,0.98224443
Case20_14,1,14,1,0.99925333
Case210_14,0,14,1,0.9548492
Case21_14,1,14,1,0.97753453
Case223_14,0,14,0,0.88058794
Case225_14,1,14,1,0.9907492
Case235_14,1,14,1,0.993052
Case238_14,1,14,1,0.9980732
Case240_14,1,14,0,0.5965199
Case249_14,1,14,1,0.82032263
Case250_14,0,14,0,0.9739214
Case251_14,0,14,1,0.6072331
Case256_14,1,14,1,0.99925333
Case25_14,1,14,1,0.9196
Case263_14,0,14,0,0.88058794
Case265_14,0,14,0,0.88058794
Case267_14,1,14,1,0.9980732
Case269_14,0,14,1,0.99238974
Case273_14,0,14,1,0.62887645
Case27_14,0,14,0,0.9942525
Case34_14,0,14,0,0.8759695
Case3_14,0,14,1,0.95078576
Case67_14,0,14,1,0.7842909
Case78_14,1,14,1,0.9811505
Case83_14,0,14,1,0.9991817
Case84_14,0,14,0,0.93816864
Case90_14,0,14,0,0.7995345
Case95_14,1,14,1,0.9980732
