Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case102_7,1,7,0,0.9999925263347685
Case103_7,1,7,0,0.9999992659734142
Case10_7,1,7,1,0.7492536135034936
Case110_7,1,7,1,0.9999999999133422
Case111_7,1,7,0,1.0
Case119_7,0,7,1,1.0
Case11_7,1,7,1,0.9999998844023206
Case124_7,0,7,1,1.0
Case127_7,1,7,1,0.9999336992808279
Case12_7,0,7,0,1.0
Case13_7,0,7,0,1.0
Case155_7,0,7,0,0.9999999994541469
Case185_7,0,7,0,1.0
Case187_7,1,7,1,1.0
Case18_7,1,7,1,1.0
Case192_7,0,7,0,1.0
Case199_7,1,7,1,1.0
Case207_7,1,7,1,0.9999999999827764
Case209_7,0,7,0,0.9999996868595169
Case20_7,1,7,1,1.0
Case210_7,0,7,1,0.9976425255547994
Case211_7,0,7,0,1.0
Case215_7,0,7,0,1.0
Case229_7,0,7,0,1.0
Case239_7,0,7,0,0.9999999997990869
Case240_7,1,7,1,0.9998608601936584
Case245_7,1,7,1,0.9938603349176901
Case251_7,0,7,0,1.0
Case259_7,1,7,1,1.0
Case25_7,1,7,0,1.0
Case268_7,1,7,0,0.999806000494396
Case269_7,0,7,0,0.9999999062808955
Case27_7,0,7,0,0.999999972066917
Case28_7,1,7,1,0.9999998913448623
Case32_7,1,7,1,1.0
Case38_7,1,7,1,1.0
Case39_7,0,7,1,0.9968315669881882
Case3_7,0,7,0,0.8925689006685839
Case46_7,0,7,0,0.9932403567182949
Case52_7,0,7,0,1.0
Case60_7,0,7,0,0.9999981653113883
Case62_7,0,7,0,0.9999999999966178
Case6_7,1,7,1,0.9992833404600302
Case72_7,0,7,0,1.0
Case73_7,1,7,1,1.0
Case75_7,1,7,0,0.9780269754439648
Case78_7,1,7,1,0.9999999999997158
Case86_7,0,7,0,0.9972492988856901
Case93_7,1,7,1,1.0
Case96_7,0,7,0,1.0
