Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case101_13,0,13,0,1.0
Case111_13,1,13,0,1.0
Case11_13,1,13,1,0.999999985403889
Case127_13,1,13,1,1.0
Case12_13,0,13,0,1.0
Case178_13,0,13,0,1.0
Case17_13,1,13,1,1.0
Case187_13,1,13,1,1.0
Case188_13,1,13,1,1.0
Case192_13,0,13,0,1.0
Case195_13,0,13,0,1.0
Case19_13,1,13,0,1.0
Case201_13,1,13,1,1.0
Case207_13,1,13,1,1.0
Case210_13,0,13,1,0.99999999815293
Case21_13,1,13,1,1.0
Case223_13,0,13,1,0.6417244406167493
Case225_13,1,13,0,1.0
Case240_13,1,13,1,0.9999987657528152
Case245_13,1,13,1,0.9994557019157109
Case250_13,0,13,0,1.0
Case251_13,0,13,0,1.0
Case256_13,1,13,1,1.0
Case259_13,1,13,1,1.0
Case25_13,1,13,1,0.9999999999360227
Case260_13,1,13,1,1.0
Case263_13,0,13,0,1.0
Case265_13,0,13,0,1.0
Case267_13,1,13,1,1.0
Case269_13,0,13,0,0.999999999917776
Case273_13,0,13,0,1.0
Case274_13,0,13,0,1.0
Case277_13,1,13,0,1.0
Case27_13,0,13,0,1.0
Case34_13,0,13,0,1.0
Case37_13,1,13,1,0.9989972400026156
Case38_13,1,13,1,1.0
Case39_13,0,13,0,1.0
Case3_13,0,13,1,0.9999532488490932
Case41_13,0,13,0,1.0
Case55_13,1,13,1,0.9999999999985505
Case60_13,0,13,0,0.9999999999998863
Case61_13,1,13,1,1.0
Case67_13,0,13,1,1.0
Case6_13,1,13,1,0.9999999997488942
Case83_13,0,13,0,1.0
Case84_13,0,13,0,1.0
Case89_13,0,13,0,1.0
Case90_13,0,13,0,1.0
Case95_13,1,13,1,1.0
