Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case101_15,0,15,0,1.0
Case102_15,1,15,0,1.0
Case10_15,1,15,0,1.0
Case12_15,0,15,0,1.0
Case178_15,0,15,0,1.0
Case17_15,1,15,0,1.0
Case187_15,1,15,1,1.0
Case188_15,1,15,1,1.0
Case192_15,0,15,0,1.0
Case207_15,1,15,1,1.0
Case20_15,1,15,1,1.0
Case210_15,0,15,0,1.0
Case21_15,1,15,1,1.0
Case223_15,0,15,0,1.0
Case225_15,1,15,0,1.0
Case238_15,1,15,1,1.0
Case249_15,1,15,0,1.0
Case25_15,1,15,1,1.0
Case260_15,1,15,1,1.0
Case263_15,0,15,0,1.0
Case265_15,0,15,0,1.0
Case267_15,1,15,1,1.0
Case269_15,0,15,0,1.0
Case273_15,0,15,0,1.0
Case27_15,0,15,0,1.0
Case34_15,0,15,0,1.0
Case3_15,0,15,0,1.0
Case61_15,1,15,1,1.0
Case67_15,0,15,1,1.0
Case6_15,1,15,1,1.0
Case78_15,1,15,1,1.0
Case83_15,0,15,0,1.0
Case84_15,0,15,0,1.0
Case90_15,0,15,0,1.0
