Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case101_17,0,17,0,0.97060704
Case10_17,1,17,1,0.93380743
Case11_17,1,17,1,0.9744459
Case12_17,0,17,0,0.96795416
Case178_17,0,17,0,0.98790014
Case188_17,1,17,1,0.82119197
Case192_17,0,17,0,0.74280155
Case210_17,0,17,0,0.90392655
Case21_17,1,17,1,0.9898706
Case223_17,0,17,0,0.87288576
Case225_17,1,17,1,0.9142163
Case249_17,1,17,1,0.9103209
Case259_17,1,17,1,0.999114
Case25_17,1,17,1,0.9548156
Case263_17,0,17,0,0.87288576
Case267_17,1,17,1,0.8563878
Case269_17,0,17,0,0.96932185
Case34_17,0,17,0,0.92433774
Case67_17,0,17,0,0.8467944
Case78_17,1,17,1,0.9353252
Case84_17,0,17,0,0.7900777
Case95_17,1,17,1,0.9848282
