Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case10_8,1,8,1,0.9995572
Case110_8,1,8,1,0.99998176
Case111_8,1,8,1,0.5416275
Case124_8,0,8,1,0.9965306
Case174_8,1,8,1,0.8786261
Case178_8,0,8,0,0.99978596
Case17_8,1,8,1,0.99997604
Case185_8,0,8,0,0.99999994
Case18_8,1,8,1,1.0
Case192_8,0,8,0,0.9999696
Case195_8,0,8,0,0.9992756
Case19_8,1,8,1,0.9999342
Case206_8,1,8,1,0.99997437
Case209_8,0,8,0,0.9997675
Case210_8,0,8,0,0.99999034
Case215_8,0,8,0,0.9999941
Case218_8,0,8,0,0.99995995
Case230_8,1,8,1,0.99996483
Case231_8,1,8,1,0.99999833
Case235_8,1,8,1,0.9999752
Case236_8,0,8,0,0.9999372
Case238_8,1,8,1,0.99996567
Case245_8,1,8,1,0.9999963
Case251_8,0,8,0,0.9999998
Case257_8,1,8,1,0.9999906
Case259_8,1,8,1,1.0
Case25_8,1,8,1,0.99986506
Case268_8,1,8,1,0.9999063
Case269_8,0,8,0,0.9997651
Case27_8,0,8,0,0.99999624
Case34_8,0,8,0,0.99992454
Case37_8,1,8,1,0.99996805
Case38_8,1,8,1,0.99999833
Case3_8,0,8,0,0.999986
Case41_8,0,8,0,0.9999917
Case56_8,0,8,0,0.9998902
Case60_8,0,8,1,0.99998915
Case61_8,1,8,1,0.9999212
Case63_8,1,8,1,0.9999573
Case64_8,0,8,1,0.799822
Case67_8,0,8,0,0.99994576
Case6_8,1,8,1,0.9999852
Case73_8,1,8,1,0.9999844
Case78_8,1,8,1,0.9999964
Case83_8,0,8,1,0.99681854
Case84_8,0,8,0,0.99991924
Case89_8,0,8,0,0.99992394
Case95_8,1,8,1,0.9999993
Case96_8,0,8,0,0.8945014
Case9_8,0,8,0,0.9999198
