Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case100_2,0,2,0,0.999493
Case104_2,0,2,1,0.95323783
Case106_2,0,2,0,0.9720578
Case109_2,1,2,1,0.9997625
Case111_2,1,2,1,0.9998005
Case114_2,1,2,1,0.9997869
Case116_2,1,2,1,0.99991465
Case117_2,0,2,0,0.9998416
Case11_2,1,2,1,0.99977964
Case121_2,0,2,0,0.999728
Case125_2,0,2,1,0.81809515
Case129_2,0,2,0,0.99986166
Case12_2,0,2,0,0.9999509
Case133_2,0,2,1,0.9998747
Case138_2,1,2,1,0.9984207
Case146_2,0,2,0,0.99998766
Case147_2,0,2,0,0.99986637
Case155_2,0,2,0,0.99971086
Case156_2,1,2,1,0.9999995
Case163_2,1,2,1,0.99969125
Case187_2,1,2,1,0.99999404
Case209_2,0,2,0,0.99938333
Case214_2,1,2,1,0.9997652
Case225_2,1,2,1,0.9999645
Case228_2,1,2,1,0.999129
Case229_2,0,2,0,0.99991214
Case230_2,1,2,1,0.99986196
Case231_2,1,2,1,0.9999341
Case245_2,1,2,1,0.99992967
Case252_2,0,2,0,0.9994556
Case256_2,1,2,1,0.9998865
Case258_2,1,2,1,0.999877
Case25_2,1,2,1,0.99947876
Case260_2,1,2,1,0.99995744
Case263_2,0,2,0,0.99997467
Case272_2,1,2,1,0.99956137
Case29_2,1,2,1,0.9998534
Case35_2,1,2,1,0.9998846
Case38_2,1,2,1,0.99991405
Case41_2,0,2,0,0.99938726
Case44_2,1,2,1,0.99999833
Case49_2,1,2,1,0.9996375
Case4_2,0,2,1,0.9981857
Case50_2,0,2,0,0.9998948
Case52_2,0,2,0,0.99983025
Case58_2,0,2,0,0.9999763
Case60_2,0,2,0,0.9988925
Case65_2,0,2,1,0.99821365
Case83_2,0,2,1,0.9569459
Case86_2,0,2,1,0.78089947
