Case ID,Actual,Prefix Length,Prediction,Prediction Probability
Case101,0,1,0,0.9501565
Case102,1,1,1,0.9928576
Case103,1,1,1,0.9997969
Case105,0,1,1,0.9827675
Case106,0,1,1,0.54692817
Case107,0,1,0,0.98086524
Case11,1,1,1,0.9903312
Case110,1,1,1,0.9997646
Case111,1,1,1,0.9988343
Case116,1,1,1,0.9996747
Case117,0,1,0,0.9988577
Case126,1,1,0,0.8781901
Case138,1,1,0,0.8193777
Case141,0,1,0,0.6279613
Case144,0,1,0,0.99965227
Case155,0,1,0,0.9972519
Case175,1,1,1,0.9869442
Case177,1,1,1,0.9999778
Case187,1,1,1,0.9711962
Case19,1,1,1,0.9922621
Case194,1,1,1,0.9990237
Case195,0,1,0,0.99034745
Case198,1,1,1,0.99995625
Case203,0,1,0,0.99127674
Case208,1,1,1,0.9757515
Case215,0,1,0,0.9911545
Case219,1,1,1,0.9573464
Case227,0,1,0,0.9984582
Case233,1,1,1,0.9876281
Case236,0,1,0,0.99676996
Case237,1,1,1,0.95055866
Case239,0,1,0,0.9590955
Case246,1,1,1,0.9893027
Case253,1,1,1,0.99436605
Case255,0,1,0,0.9637138
Case26,1,1,1,0.9816201
Case261,0,1,0,0.9945001
Case265,0,1,0,0.9889384
Case267,1,1,1,0.9928883
Case271,1,1,1,0.9779193
Case40,0,1,0,0.9616115
Case41,0,1,0,0.93131435
Case43,0,1,0,0.9947406
Case45,1,1,1,0.7715558
Case60,0,1,0,0.992896
Case62,0,1,0,0.9929425
Case77,1,1,1,0.99182457
Case79,0,1,0,0.98288816
Case84,0,1,0,0.9707255
Case96,0,1,0,0.99989885
